Temps [s];Marche [s/j];Amplitude [°]
3236;2.1;283
3238;1.6;281
3240;4.4;275
3242;0.6;282
3244;1;283
3246;1.3;282
3248;3.3;283
3250;-0.1;284
3252;1.1;286
3254;3.1;286
3256;0.3;285
3258;1.9;288
3260;1.7;284
3262;3.8;285
3264;0.4;288
3266;1.5;279
3268;1.3;287
3270;2.9;290
3272;1;292
3274;1.5;288
3276;3.8;287
3278;1.6;282
3280;1.9;289
3282;1.6;292
3284;3.7;288
3286;1.3;289
3288;2.6;287
3290;1.6;290
3292;4.3;284
3294;1.3;279
3296;2;287
3298;0.9;290
3300;4.3;286
3302;1.7;281
3304;1.3;289
3306;1.9;289
3308;3.3;287
3310;0.9;287
3312;1.4;290
3314;2.9;289
3316;1.1;289
3318;1.6;292
3320;0.7;292
3322;3.8;290
3324;-0.2;278
3326;2.2;294
3328;2.1;286
3330;3.9;292
3332;1.3;290
3334;1.8;292
3336;4.1;290
3338;1.7;280
3340;3.1;288
3342;1.6;292
3344;3.4;288
3346;1.7;287
3348;2.2;290
3350;1.8;282
3352;4.2;287
3354;2;285
3356;2.5;285
3358;0.9;287
3360;3.6;279
3362;0.2;277
3364;1.2;288
3366;2.1;287
3368;2.9;288
3370;1;288
3372;1.6;291
3374;3.8;285
3376;1.1;283
3378;1.8;288
3380;2.2;287
3382;4.9;288
3384;1.1;287
3386;2.5;283
3388;2.7;286
3390;3.7;284
3392;2;285
3394;2;280
3396;4.1;280
3398;1.4;280
3400;3.2;280
3402;1.6;278
3404;3.7;277
3406;1.1;275
3408;1.5;275
3410;0.8;274
3412;3.1;274
3414;0.1;271
3416;1.3;270
3418;-0.3;277
3420;2.5;275
3422;-0.6;280
3424;0.4;281
3426;1.1;282
3428;2.8;282
3430;1.4;284
3432;0.5;284
3434;3.4;283
3436;1.2;281
3438;1.7;285
3440;2;283
3442;5;279
3444;1.2;274
3446;2.2;280
3448;1.7;280
3450;4.5;278
3452;1.4;276
3454;2.1;274
3456;4;271
3458;1.9;262
3460;1.7;271
3462;0.4;270
3464;2.9;270
3466;0.5;271
3468;0;270
3470;-0.9;273
3472;3.5;276
3474;-0.8;277
3476;-0.1;281
3478;0.2;281
3480;3.7;281
3482;-0.3;285
3484;-0.3;286
3486;0.8;284
3488;3.4;288
3490;1;290
3492;1.6;287
3494;2.8;290
3496;1.5;287
3498;1.7;292
3500;2;291
3502;5;288
3504;2;283
3506;3.3;283
3508;2.5;284
3510;4.6;281
3512;0.6;282
3514;1.4;281
3516;2.8;277
3518;3;281
3520;0.9;281
3522;1;284
3524;3.1;283
3526;1;281
3528;1;283
3530;-0.1;286
3532;3.3;287
3534;0.1;288
3536;0.6;290
3538;0;295
3540;4;291
3542;0.6;295
3544;0.6;296
3546;2.4;290
3548;4.2;295
3550;1.9;286
3552;2.2;297
3554;4.8;294
3556;2.2;292
3558;3.7;293
3560;3.6;291
3562;2.7;286
3564;1.8;281
3566;1.7;281
3568;1;284
3570;5;281
3572;0.7;283
3574;1.2;282
3576;2.6;282
3578;2.8;282
3580;0.3;273
3582;0.5;285
3584;2.8;281
3586;1.1;282
3588;1.1;282
3590;-0.1;287
3592;4.1;289
3594;0.6;290
3596;1;291
3598;0.5;293
3600;3.9;293
3602;1.4;280
3604;1.3;293
3606;1.8;295
3608;4.1;292
3610;1;294
3612;2.7;292
3614;5.3;290
3616;4.2;282
3618;3.1;282
3620;2.1;284
3622;1.6;276
3624;1;277
3626;1.6;277
3628;1.2;277
3630;3.2;278
3632;-0.4;278
3634;0.7;277
3636;2.1;278
3638;1.5;278
3640;1.5;277
3642;0.3;280
3644;2.6;281
3646;1.3;278
3648;0.7;282
3650;-0.1;285
3652;3.3;285
3654;1.5;284
3656;1.9;283
3658;0.9;284
3660;4.8;283
3662;1.1;280
3664;1.3;283
3666;1.3;283
3668;4.4;282
3670;2.1;281
3672;2.5;277
3674;4.3;276
3676;1.1;277
3678;0.9;277
3680;1;279
3682;4;275
3684;0.6;274
3686;0.8;280
3688;0.8;281
3690;3.6;278
3692;0.4;281
3694;0.9;277
3696;2.9;280
3698;2.4;271
3700;1.1;276
3702;0.4;283
3704;2.1;283
3706;2;279
3708;1.4;285
3710;0.7;286
3712;3.7;285
3714;0.9;285
3716;1.9;281
3718;1;290
3720;4.8;285
3722;1.1;284
3724;1.8;286
3726;2.4;285
3728;4.6;280
3730;1.3;281
3732;0.6;284
3734;2.7;285
3736;1.8;282
3738;1.6;283
3740;0.7;285
3742;4.1;282
3744;0.2;284
3746;1;284
3748;1.4;285
3750;3.1;283
3752;-0.3;288
3754;1.1;292
3756;2.8;291
3758;1.9;291
3760;1.5;291
3762;1.6;294
3764;4.1;293
3766;1.8;289
3768;2.3;291
3770;1;290
3772;4.1;290
3774;1.3;288
3776;2.3;287
3778;2.5;288
3780;6.2;276
3782;1.7;276
3784;0.7;270
3786;1.6;285
3788;2.6;274
3790;1;285
3792;1;282
3794;3.3;287
3796;0.4;287
3798;1.6;286
3800;0.7;291
3802;4.1;289
3804;0;291
3806;1.2;291
3808;1.5;293
3810;3.3;291
3812;0.9;292
3814;1;294
3816;3.6;292
3818;2.3;287
3820;2.5;290
3822;1.8;289
3824;4.1;288
3826;1.8;277
3828;2.4;286
3830;1.2;283
3832;4.1;290
3834;1.3;283
3836;2.5;288
3838;1.5;289
3840;5;276
3842;1.5;286
3844;1.8;286
3846;1.9;287
3848;3.5;285
3850;0.3;283
3852;1.2;289
3854;3.4;283
3856;0.9;284
3858;2.1;288
3860;1.9;281
3862;4.5;283
3864;0.8;285
3866;2.2;288
3868;2.1;285
3870;4.5;279
3872;1.5;283
3874;2.7;281
3876;4.3;279
3878;1.8;277
3880;2.9;278
3882;1.8;281
3884;4.2;277
3886;1.4;275
3888;2;279
3890;1.7;279
3892;4;279
3894;0.7;266
3896;2.6;276
3898;1.8;267
3900;4.5;268
3902;1.5;271
3904;0.5;271
3906;1;273
3908;2.1;263
3910;-0.2;275
3912;0;276
3914;1.8;273
3916;0.5;271
3918;1;276
3920;0.6;275
3922;3.8;275
3924;-0.8;276
3926;1.5;281
3928;1.9;278
3930;3.5;280
3932;1;283
3934;2;282
3936;3.7;280
3938;1.5;275
3940;2.3;280
3942;1;282
3944;3.1;278
3946;1.1;277
3948;1.7;281
3950;1;279
3952;4.2;275
3954;1.8;278
3956;1.4;273
3958;0.5;271
3960;3.1;277
3962;-0.1;274
3964;0.4;279
3966;1.4;283
3968;2.3;281
3970;0.4;283
3972;0.8;288
3974;3.3;286
3976;0.2;285
3978;1.4;286
3980;1.7;282
3982;4.8;282
3984;0.6;287
3986;2.3;289
3988;2.4;285
3990;3.2;284
3992;1.5;289
3994;1.7;288
3996;3.8;287
3998;1.3;280
4000;2.9;287
4002;2.1;283
4004;4.4;285
4006;1.3;285
4008;2.3;286
4010;1.5;286
4012;3.6;284
4014;0.5;284
4016;1.6;285
4018;0.7;288
4020;3.5;286
4022;0.2;280
4024;0.2;292
4026;1.1;293
4028;2.6;293
4030;1.5;295
4032;1.5;295
4034;4.2;294
4036;1.4;295
4038;3.5;284
4040;2.6;294
4042;5.2;290
4044;1.1;293
4046;2.4;290
4048;2.6;294
4050;3.9;289
4052;1.3;291
4054;3;291
4056;4.7;286
4058;2.7;283
4060;2.9;282
4062;1.4;282
4064;4;283
4066;1.2;281
4068;1.3;286
4070;0.7;285
4072;4;283
4074;0.6;281
4076;1.1;284
4078;0.6;287
4080;4.1;283
4082;0.5;289
4084;0.1;283
4086;1.1;293
4088;3.6;282
4090;1.1;292
4092;1.9;293
4094;3.3;293
4096;1.4;289
4098;1.9;294
4100;1.7;293
4102;5;288
4104;1.1;290
4106;2.8;290
4108;2.8;288
4110;4.9;284
4112;1.9;285
4114;1.9;280
4116;3.1;281
4118;3.4;276
4120;2.2;280
4122;1.4;269
4124;4.1;279
4126;1.4;272
4128;1.8;277
4130;0.7;280
4132;3.2;275
4134;0.3;273
4136;1.3;282
4138;0.7;286
4140;5;282
4142;0.8;283
4144;0.9;282
4146;2;283
4148;3.8;282
4150;1.1;285
4152;1.3;285
4154;4;274
4156;2.1;281
4158;3.1;280
4160;3.1;278
4162;6.8;273
4164;1.5;268
4166;1.6;271
4168;1;264
4170;4.3;266
4172;-0.2;268
4174;0.1;273
4176;1.4;271
4178;2.2;271
4180;-0.4;274
4182;-1.1;271
4184;2;275
4186;0.4;275
4188;0.1;280
4190;-0.2;281
4192;4;281
4194;0.5;279
4196;0.3;284
4198;-0.1;285
4200;3.9;281
4202;1.2;288
4204;0.8;288
4206;1.6;281
4208;4;287
4210;0.5;289
4212;2.7;289
4214;4.9;287
4216;3.1;283
4218;3;284
4220;1.9;282
4222;6.1;279
4224;0.8;278
4226;0.9;279
4228;1;280
4230;3.5;280
4232;-0.6;280
4234;0.4;284
4236;2.3;283
4238;1.9;276
4240;1.4;285
4242;0.3;288
4244;2.6;289
4246;1.3;286
4248;1;284
4250;0;285
4252;3.1;294
4254;1.3;293
4256;2;293
4258;1.7;288
4260;4.5;288
4262;1;294
4264;1.3;297
4266;3;298
4268;5.2;290
4270;2.7;289
4272;2.7;292
4274;4.1;286
4276;1.4;286
4278;2.9;280
4280;2;287
4282;4.6;285
4284;1.1;284
4286;1;287
4288;1;290
4290;3.7;284
4292;0.3;286
4294;0.6;284
4296;2.6;291
4298;2.6;291
4300;0.9;292
4302;1.1;290
4304;3;287
4306;2.5;289
4308;2;289
4310;1.4;293
4312;3.8;294
4314;1.3;293
4316;1.9;294
4318;1.5;294
4320;5.2;290
4322;1.9;288
4324;2.5;289
4326;3.1;283
4328;5.3;285
4330;1.6;269
4332;1.4;285
4334;2.7;283
4336;1.4;285
4338;1.9;285
4340;1.3;285
4342;4.3;286
4344;0.5;287
4346;1.3;288
4348;1.3;279
4350;3.6;288
4352;0.7;288
4354;2.1;289
4356;3.9;287
4358;2.7;286
4360;2.3;286
4362;2.7;285
4364;4.5;282
4366;2.4;279
4368;3.2;279
4370;1.8;282
4372;4.8;272
4374;1.6;264
4376;2.7;277
4378;3.4;275
4380;2.2;267
4382;1;265
4384;0.6;268
4386;0.7;268
4388;2.2;266
4390;-0.4;269
4392;0.2;271
4394;2.4;275
4396;-0.8;272
4398;0.5;271
4400;-0.1;276
4402;4;278
4404;-0.9;277
4406;1.1;278
4408;1.7;265
4410;3.8;278
4412;0.7;280
4414;0.8;281
4416;3.8;274
4418;2.1;276
4420;2.1;267
4422;1.5;278
4424;3.9;270
4426;1.3;277
4428;1.5;277
4430;0.7;276
4432;3.8;277
4434;1;277
4436;2;275
4438;1;277
4440;3.9;277
4442;0.4;276
4444;0.4;275
4446;0.5;274
4448;2.3;275
4450;-0.2;279
4452;0.6;282
4454;2.6;280
4456;0.3;278
4458;1.2;282
4460;0.7;282
4462;3.8;282
4464;0.1;281
4466;1.4;288
4468;1.4;286
4470;3.5;279
4472;0.9;289
4474;1.8;289
4476;3.6;289
4478;1.4;288
4480;2.4;288
4482;1.2;288
4484;3.7;287
4486;1.8;286
4488;2;289
4490;1.1;288
4492;4.7;284
4494;1.3;287
4496;2.1;288
4498;1.1;292
4500;4.5;281
4502;1.8;285
4504;1.1;288
4506;1.6;288
4508;3;279
4510;0.2;287
4512;1.1;290
4514;3.1;289
4516;1;283
4518;1.9;295
4520;1.2;294
4522;4;292
4524;-0.1;292
4526;2;292
4528;2.3;280
4530;4;290
4532;1.2;287
4534;1.9;291
4536;3.4;291
4538;1.6;287
4540;2.7;288
4542;1.3;292
4544;3.5;291
4546;1.6;288
4548;1.6;291
4550;1.1;291
4552;3.8;290
4554;1.9;288
4556;2.8;288
4558;1.5;291
4560;4.2;286
4562;0.7;288
4564;1.2;290
4566;2.1;289
4568;3.1;286
4570;1.2;290
4572;1.4;290
4574;3.5;290
4576;0.3;285
4578;1.4;285
4580;1.9;286
4582;4.3;291
4584;0.5;291
4586;2;290
4588;2.1;291
4590;3.5;287
4592;1.8;291
4594;1.8;286
4596;4.3;287
4598;1.8;288
4600;2.7;288
4602;2;277
4604;4.7;283
4606;1.9;279
4608;2;283
4610;1.9;283
4612;4.3;283
4614;1.4;279
4616;2.2;280
4618;1.1;282
4620;3.7;282
4622;0.9;280
4624;1.4;282
4626;1.9;282
4628;3.4;282
4630;1.9;270
4632;1.4;286
4634;3.4;281
4636;1.1;282
4638;2.7;281
4640;2.2;281
4642;4.8;274
4644;0.7;281
4646;2.1;280
4648;1.9;271
4650;3.8;278
4652;1;270
4654;1.7;279
4656;3.8;276
4658;1.6;275
4660;1.8;265
4662;0.9;275
4664;3.6;276
4666;1.2;272
4668;1.1;272
4670;-0.6;277
4672;4.3;276
4674;-0.1;276
4676;0.3;278
4678;0;276
4680;3.9;275
4682;0.3;283
4684;-0.2;283
4686;1.1;280
4688;3.8;282
4690;0.5;285
4692;1.2;286
4694;3;288
4696;1.7;287
4698;2.4;274
4700;1.4;287
4702;4.9;280
4704;1;285
4706;2.1;287
4708;2.1;282
4710;3.9;285
4712;1.2;283
4714;1.8;281
4716;2.7;282
4718;3.6;282
4720;1.4;282
4722;0.8;282
4724;3.2;285
4726;1.8;281
4728;0.9;283
4730;0.1;288
4732;2.9;283
4734;0.9;288
4736;1.2;291
4738;0.5;293
4740;4.2;292
4742;0.7;293
4744;0.3;295
4746;2.3;294
4748;4.1;295
4750;1.5;297
4752;2.1;298
4754;4.8;295
4756;2.2;290
4758;3.1;296
4760;2.6;293
4762;6.6;289
4764;2.1;284
4766;2.6;285
4768;2.3;284
4770;5;283
4772;0.8;282
4774;1.2;282
4776;2.9;277
4778;3.2;283
4780;0.3;284
4782;0.5;286
4784;2.7;288
4786;1.2;284
4788;0.6;290
4790;0.1;291
4792;4;288
4794;0.4;284
4796;1.1;291
4798;0.6;296
4800;4.9;292
4802;1.2;296
4804;1.2;291
4806;2.7;297
4808;4.6;294
4810;1.9;294
4812;2.2;296
4814;4.5;293
4816;3.4;288
4818;3.8;291
4820;3;286
4822;6.5;282
4824;1.5;281
4826;1.6;281
4828;1.4;281
4830;3.3;275
4832;0;280
4834;0.7;283
4836;2.2;278
4838;1.4;283
4840;1;285
4842;0.7;290
4844;3.2;288
4846;2.1;280
4848;1.8;289
4850;0.4;289
4852;3.5;291
4854;1.9;289
4856;2.6;288
4858;1.3;291
4860;4.8;280
4862;2.2;283
4864;2;288
4866;2.9;284
4868;2.9;281
4870;2.9;281
4872;2.2;278
4874;3.6;275
4876;0.9;270
4878;1.8;278
4880;0.9;276
4882;4;273
4884;0.2;274
4886;0.3;275
4888;0.4;280
4890;3.2;277
4892;-0.5;281
4894;0.4;281
4896;2.3;281
4898;2.6;280
4900;1.2;283
4902;0.5;286
4904;2.7;284
4906;2;282
4908;1.2;282
4910;0.9;282
4912;4.1;281
4914;1;284
4916;2.2;286
4918;1.5;284
4920;5.1;282
4922;2.2;270
4924;2.5;274
4926;2.7;281
4928;4.3;277
4930;0.7;272
4932;0.3;277
4934;2.2;280
4936;0.8;280
4938;1.2;282
4940;0.6;285
4942;3.7;278
4944;-0.1;275
4946;1.1;288
4948;0.9;289
4950;2.7;286
4952;-0.3;293
4954;1.7;291
4956;2.8;290
4958;1.8;291
4960;1.2;290
4962;1.2;293
4964;3.9;294
4966;2;290
4968;2.1;291
4970;1.6;293
4972;4.7;292
4974;3;286
4976;4.3;284
4978;2.4;279
4980;5.1;281
4982;0.5;280
4984;0.5;282
4986;1.4;280
4988;3.3;283
4990;0.4;285
4992;0.4;283
4994;2.9;287
4996;0;286
4998;1;291
5000;0.1;292
5002;4.1;287
5004;-0.4;294
5006;1.5;294
5008;2.6;295
5010;3.7;293
5012;0.9;297
5014;1.6;294
5016;4.1;295
5018;2.5;294
5020;2.9;295
5022;1.9;296
5024;4.2;292
5026;1.8;291
5028;2.5;288
5030;1.4;291
5032;4.8;286
5034;2.1;287
5036;3;288
5038;1.5;288
5040;4.6;285
5042;1.5;288
5044;1.6;287
5046;2;286
5048;3.4;288
5050;0.4;289
5052;1.1;286
5054;3.1;285
5056;0.3;288
5058;1.2;290
5060;1.6;291
5062;4.6;276
5064;0.3;287
5066;1.6;291
5068;1.6;292
5070;3.2;292
5072;0.9;289
5074;1.8;293
5076;4.1;294
5078;1.4;291
5080;2.3;291
5082;1.3;286
5084;3.7;293
5086;1.5;291
5088;2.6;290
5090;1.9;290
5092;4.3;288
5094;2;288
5096;3.1;287
5098;2.3;285
5100;5.3;282
5102;2.7;281
5104;2;282
5106;2.5;282
5108;3.9;278
5110;1.1;281
5112;1.4;281
5114;3.2;280
5116;1.1;274
5118;2;279
5120;0.6;281
5122;4;277
5124;-0.3;272
5126;1.6;282
5128;1.4;284
5130;3.8;277
5132;1.3;282
5134;2.4;282
5136;3.8;276
5138;1.5;278
5140;2.3;280
5142;1.5;282
5144;3.7;279
5146;1.3;281
5148;2.2;281
5150;1.9;278
5152;3.8;277
5154;0.9;277
5156;1.3;276
5158;0.5;278
5160;3;277
5162;-0.2;279
5164;0.6;282
5166;1.9;283
5168;3.1;284
5170;0.8;279
5172;1.4;281
5174;3.4;281
5176;0.1;282
5178;1.6;288
5180;1.4;288
5182;4.3;287
5184;0.5;275
5186;1.9;288
5188;2.7;286
5190;3.5;286
5192;1.9;287
5194;2;289
5196;4.2;283
5198;1.6;284
5200;2.8;286
5202;1.3;283
5204;3.9;285
5206;1.2;285
5208;1.3;286
5210;1.5;284
5212;3.6;283
5214;0.5;283
5216;1.6;284
5218;1;285
5220;3.2;286
5222;0;287
5224;0.7;290
5226;2;289
5228;3.1;292
5230;1.5;295
5232;1.1;296
5234;3.7;292
5236;0.8;292
5238;2.4;297
5240;2.8;292
5242;4.5;295
5244;1.1;293
5246;2.7;295
5248;2.8;295
5250;4.4;286
5252;1.4;288
5254;2.5;292
5256;4.7;287
5258;3.2;285
5260;3.2;285
5262;1.8;281
5264;3.9;283
5266;1.5;269
5268;1.3;284
5270;0.1;286
5272;4.3;285
5274;0.1;285
5276;0.9;287
5278;0;292
5280;4.2;285
5282;1;281
5284;0.7;293
5286;1.3;293
5288;3.9;285
5290;0.9;291
5292;1.6;294
5294;3.1;294
5296;1.7;287
5298;2;294
5300;2.2;291
5302;5.2;282
5304;1.9;287
5306;2.7;288
5308;2.4;288
5310;4.8;279
5312;1.9;286
5314;2.1;285
5316;3.2;275
5318;3.4;274
5320;1.7;283
5322;0.9;284
5324;3.1;282
5326;1.1;276
5328;1.4;281
5330;0.3;285
5332;3.5;282
5334;1;276
5336;1.9;287
5338;1.3;289
5340;5.3;285
5342;1.7;284
5344;1;285
5346;2;286
5348;3.9;285
5350;1.5;278
5352;1.5;283
5354;3.5;283
5356;2.2;282
5358;2.9;282
5360;2.5;281
5362;6.2;275
5364;1;275
5366;1.6;274
5368;0.9;273
5370;4.2;271
5372;0.1;268
5374;0.4;268
5376;1.8;272
5378;2.2;268
5380;-0.6;274
5382;-0.9;277
5384;2.1;277
5386;0.4;276
5388;0.4;280
5390;0.3;283
5392;4.4;281
5394;0.8;270
5396;1.1;282
5398;0.3;285
5400;3.9;273
5402;0.8;281
5404;0.1;285
5406;1.4;287
5408;3.8;285
5410;0.3;287
5412;2.1;288
5414;4.3;286
5416;2.7;282
5418;3;283
5420;3;282
5422;6.3;277
5424;0.6;278
5426;1;278
5428;0.6;280
5430;2.8;278
5432;-0.5;282
5434;0.5;283
5436;2;284
5438;1.7;284
5440;1.2;286
5442;0.2;283
5444;2.4;285
5446;1.8;287
5448;1;289
5450;0.3;290
5452;3.2;293
5454;0.8;293
5456;1.9;293
5458;1;296
5460;4.4;288
5462;1;294
5464;0.9;295
5466;2.5;295
5468;5;293
5470;2.3;291
5472;2.1;290
5474;3.8;287
5476;1.8;287
5478;2.5;288
5480;1.6;289
5482;4.4;283
5484;1.2;286
5486;0.6;284
5488;0.6;291
5490;3.6;288
5492;-0.3;294
5494;0.9;294
5496;2.7;295
5498;3.1;292
5500;1.7;284
5502;1.3;295
5504;3.7;296
5506;2.5;293
5508;1.7;298
5510;2.2;295
5512;4.6;294
5514;2;288
5516;2.6;293
5518;2.5;299
5520;5.8;288
5522;2.9;291
5524;2.6;291
5526;2.6;291
5528;5.1;276
5530;1.6;286
5532;1.1;286
5534;3.1;286
5536;1.7;286
5538;1.4;291
5540;0.9;291
5542;4;288
5544;0.3;291
5546;1.2;291
5548;1.3;290
5550;3.1;292
5552;0.3;295
5554;3;297
5556;4.2;294
5558;2.3;293
5560;2.1;295
5562;2.3;299
5564;4.4;295
5566;2.3;292
5568;2.7;294
5570;1.9;294
5572;4.7;292
5574;3.2;289
5576;4.5;287
5578;3.5;283
5580;5.7;281
5582;1.1;281
5584;0.8;281
5586;2.3;279
5588;3.6;279
5590;1.5;279
5592;1.4;274
5594;3.2;279
5596;-0.1;279
5598;1.4;282
5600;0.7;281
5602;4.5;279
5604;-0.5;279
5606;1;282
5608;1.6;284
5610;3.8;280
5612;0.8;282
5614;0.7;283
5616;3.2;285
5618;2.4;285
5620;2.4;285
5622;1.8;286
5624;4.1;282
5626;1.6;281
5628;2.1;282
5630;1.2;281
5632;4.5;281
5634;1.6;279
5636;1.8;278
5638;0.6;276
5640;3.9;274
5642;0.3;276
5644;0.6;277
5646;1.1;276
5648;2.7;278
5650;0.2;280
5652;0.8;280
5654;2.6;279
5656;0.3;282
5658;1.2;280
5660;1.1;283
5662;4.1;283
5664;0.3;286
5666;1;284
5668;1.6;285
5670;3.1;284
5672;0.8;286
5674;2.1;285
5676;3.8;286
5678;1.4;286
5680;2.4;287
5682;1.5;282
5684;3.9;274
5686;2;284
5688;3.1;278
5690;1.6;282
5692;3.7;279
5694;1.1;283
5696;2.5;284
5698;1.3;285
5700;3.8;281
5702;0.8;281
5704;1.2;284
5706;1.3;285
5708;2.4;286
5710;0.1;287
5712;0.7;288
5714;2.7;290
5716;1.2;289
5718;1.7;292
5720;0.8;292
5722;3.8;292
5724;-0.2;290
5726;1.7;294
5728;2.2;292
5730;3.9;291
5732;1.1;283
5734;2.2;292
5736;3.9;291
5738;1.7;286
5740;3;291
5742;1.9;291
5744;4.2;279
5746;2;288
5748;2.3;289
5750;1.5;289
5752;4;289
5754;1.8;287
5756;2.1;288
5758;1.1;290
5760;3.7;287
5762;0.4;276
5764;0.9;291
5766;1.5;291
5768;3.2;288
5770;0.7;293
5772;1.2;294
5774;3.4;288
5776;0.2;293
5778;2;293
5780;1.7;293
5782;4.7;288
5784;0.8;293
5786;2.3;293
5788;2.6;291
5790;3.8;288
5792;1.8;290
5794;2.2;289
5796;4.7;280
5798;2.4;283
5800;3;284
5802;1.5;285
5804;4;281
5806;1.5;281
5808;1.9;278
5810;1.2;283
5812;3.6;279
5814;0.9;282
5816;2.2;282
5818;1;284
5820;3.8;281
5822;0.7;284
5824;1.4;280
5826;2.2;284
5828;3.4;281
5830;1.6;281
5832;1.1;283
5834;3.5;280
5836;0.7;282
5838;2;282
5840;2.4;280
5842;4.8;281
5844;1;273
5846;2.3;281
5848;2.2;280
5850;3.9;273
5852;1.3;278
5854;2.1;276
5856;3.5;272
5858;2.3;259
5860;2.1;272
5862;0.6;268
5864;3.2;271
5866;0.7;269
5868;1.1;273
5870;-1;274
5872;3.4;276
5874;-0.8;274
5876;-0.3;277
5878;-0.4;282
5880;4.3;279
5882;0.5;277
5884;0;280
5886;1.3;283
5888;3.8;282
5890;0.6;284
5892;1.3;285
5894;2.8;283
5896;1.9;277
5898;1.8;285
5900;1.6;284
5902;5.4;280
5904;2.1;281
5906;2.5;279
5908;2;277
5910;3.8;273
5912;0.9;277
5914;1.8;264
5916;2.2;274
5918;2.8;273
5920;0.8;275
5922;-0.3;274
5924;2.6;272
5926;-0.1;275
5928;0.3;281
5930;0.1;279
5932;3.2;282
5934;0.3;281
5936;0.7;285
5938;0.4;287
5940;4.4;284
5942;1.1;287
5944;0.2;287
5946;1.1;288
5948;3.3;289
5950;0.6;292
5952;0.9;294
5954;3.7;290
5956;2;276
5958;2.6;291
5960;1.9;291
5962;5.9;286
5964;1.6;277
5966;2.6;286
5968;1.7;283
5970;4.8;280
5972;0.4;285
5974;1.3;284
5976;2.5;285
5978;2.7;285
5980;0.6;283
5982;0.3;291
5984;2.5;290
5986;1.7;287
5988;0.6;290
5990;0.5;293
5992;4.3;291
5994;0.7;292
5996;1.3;283
5998;1.2;285
6000;4.8;295
6002;1.3;290
6004;1.5;297
6006;2.7;297
6008;4.7;295
6010;2;295
6012;3.2;298
6014;5;295
6016;2.9;291
6018;3.7;290
6020;2.9;290
6022;6.7;284
6024;1.4;285
6026;1.7;282
6028;1.3;285
6030;3.9;282
6032;-0.1;284
6034;1.1;284
6036;2.4;286
6038;2.2;286
6040;1.9;286
6042;0.9;276
6044;2.6;289
6046;1.5;286
6048;1.1;284
6050;0.4;293
6052;3.5;294
6054;1;295
6056;2.2;294
6058;1.2;296
6060;4.8;294
6062;1.4;293
6064;1.4;292
6066;2.8;291
6068;5.3;290
6070;2.8;292
6072;3.1;290
6074;4.5;286
6076;2.2;281
6078;2.6;285
6080;2.1;284
6082;5.2;276
6084;1.4;279
6086;1.4;282
6088;1.5;279
6090;4.1;273
6092;0.4;284
6094;0.8;283
6096;2.7;279
6098;2.5;271
6100;1.6;283
6102;1.8;281
6104;3.7;276
6106;2.5;279
6108;1.2;283
6110;0.4;283
6112;3.6;272
6114;1;282
6116;1.8;282
6118;0.4;285
6120;4.9;278
6122;1.6;282
6124;2;281
6126;2.2;281
6128;4.2;279
6130;1.2;279
6132;1;280
6134;3.1;279
6136;1.1;278
6138;1.6;281
6140;0.9;281
6142;4.2;279
6144;0.3;280
6146;0.8;282
6148;0.6;283
6150;2.7;281
6152;-0.5;286
6154;1.8;284
6156;3.1;284
6158;2;284
6160;1.4;286
6162;1.3;282
6164;3.6;288
6166;2.1;286
6168;2.2;287
6170;1.5;287
6172;4.6;277
6174;1.1;285
6176;3.2;285
6178;2.9;277
6180;5.6;275
6182;0.6;275
6184;0.5;281
6186;1.3;280
6188;2.9;279
6190;0.1;281
6192;0.3;284
6194;2.8;284
6196;-0.3;283
6198;1.4;288
6200;0.6;289
6202;4.2;288
6204;-0.5;289
6206;0.6;294
6208;1.9;283
6210;3.7;292
6212;0.9;296
6214;1.2;294
6216;3.5;294
6218;1.9;294
6220;2.8;293
6222;1.8;296
6224;4;292
6226;1.6;291
6228;2.4;292
6230;1.3;291
6232;4.5;284
6234;2.1;286
6236;3.1;286
6238;1.7;287
6240;4.6;285
6242;1.8;286
6244;1.9;277
6246;1.9;285
6248;3.3;281
6250;0.6;287
6252;1.3;289
6254;3;289
6256;0.8;289
6258;1.1;292
6260;1.6;289
6262;4.1;280
6264;0.4;291
6266;1.3;292
6268;1.9;295
6270;3.5;292
6272;0.9;289
6274;2.3;288
6276;4.1;290
6278;1.5;288
6280;2.2;290
6282;1.2;293
6284;3.8;290
6286;1.7;290
6288;3.5;288
6290;2.2;288
6292;4.3;286
6294;1.2;286
6296;2.2;286
6298;1.5;284
6300;4.5;283
6302;1.7;287
6304;1.3;283
6306;2;285
6308;3.1;284
6310;0.8;285
6312;1.3;287
6314;3.4;287
6316;1.7;283
6318;2.2;286
6320;1.4;286
6322;4.7;285
6324;0.3;285
6326;2.8;283
6328;2.8;284
6330;4.2;283
6332;1.8;283
6334;2.7;278
6336;4.4;281
6338;1.6;277
6340;2.7;278
6342;1.5;278
6344;3.9;276
6346;1.6;265
6348;1.5;271
6350;0.4;275
6352;4;274
6354;0.8;273
6356;1.2;274
6358;0.3;277
6360;2.9;273
6362;-0.7;276
6364;0;279
6366;1.4;279
6368;2.8;280
6370;0.6;282
6372;0.8;281
6374;3.2;281
6376;0.2;283
6378;1.4;271
6380;1.1;285
6382;4;282
6384;0.5;273
6386;2.3;283
6388;2.4;282
6390;3.6;282
6392;1.6;285
6394;2.2;282
6396;4.2;281
