Temps [s];Marche [s/j];Amplitude [°]
3286;18.7;256
3288;19.2;259
3290;21;257
3292;19.9;257
3294;19.7;258
3296;19.5;257
3298;20;258
3300;19.3;258
3302;18.7;259
3304;20.1;260
3306;19.8;257
3308;22.1;258
3310;22.6;253
3312;21.5;252
3314;20.1;252
3316;21.3;250
3318;20.8;251
3320;19.7;249
3322;19;250
3324;20.1;251
3326;19;250
3328;18.4;254
3330;19;254
3332;18.6;255
3334;19.2;256
3336;19;255
3338;20.1;258
3340;18.2;256
3342;19.2;258
3344;20.3;260
3346;19.2;257
3348;18.9;260
3350;19.8;259
3352;21;260
3354;23.2;257
3356;21;255
3358;21;255
3360;20.2;253
3362;18.8;255
3364;21.2;257
3366;18.8;254
3368;19.1;258
3370;19.6;256
3372;19.1;257
3374;18.2;259
3376;19.3;259
3378;20.3;261
3380;20.6;257
3382;19.5;258
3384;21;259
3386;19.9;256
3388;19.9;259
3390;19.3;259
3392;19.7;258
3394;19.2;260
3396;19.4;260
3398;21.7;262
3400;21;258
3402;21.4;257
3404;22;257
3406;20.6;254
3408;18.9;257
3410;19.2;255
3412;19.4;257
3414;19.4;258
3416;18.4;258
3418;19.4;261
3420;19.1;259
3422;18.2;262
3424;20.3;264
3426;19.8;262
3428;20.6;264
3430;21.5;260
3432;20.5;261
3434;20.3;262
3436;20.4;260
3438;21;260
3440;20.5;258
3442;19.4;258
3444;20.5;259
3446;22.7;255
3448;22.7;254
3450;21.7;253
3452;20.8;252
3454;20.3;253
3456;19.8;251
3458;20.6;255
3460;18.5;254
3462;18.4;257
3464;20.6;258
3466;18.8;257
3468;17.4;260
3470;19.7;261
3472;20.7;261
3474;20.8;261
3476;19.6;260
3478;20.5;261
3480;19.5;259
3482;18.7;261
3484;19.2;261
3486;20;259
3488;19.7;263
3490;21.3;260
3492;22.7;257
3494;21.6;255
3496;21.3;252
3498;22.2;253
3500;20.7;249
3502;19.8;250
3504;20.6;251
3506;19.7;252
3508;19.5;252
3510;19;252
3512;19;254
3514;18.1;256
3516;18;256
3518;20.1;258
3520;19.2;256
3522;19.7;257
3524;21.3;259
3526;19.5;256
3528;18.3;259
3530;19.9;258
3532;19.9;259
3534;20;260
3536;18.6;260
3538;21.3;261
3540;21.7;257
3542;20.6;257
3544;21.2;256
3546;20.1;253
3548;19.9;257
3550;20;254
3552;18.8;255
3554;18.5;257
3556;18.9;255
3558;20.8;258
3560;19.3;256
3562;18.5;259
3564;20.6;259
3566;20.4;255
3568;20.3;258
3570;20;255
3572;19.7;257
3574;19.2;258
3576;18.9;258
3578;20.4;260
3580;17.7;259
3582;18.8;261
3584;23.2;261
3586;22.2;255
3588;20.2;257
3590;20.5;255
3592;19.9;256
3594;20;256
3596;18.2;256
3598;19.6;258
3600;18.1;258
3602;18;260
3604;19.7;262
3606;19.2;260
3608;19.4;264
3610;21.3;261
3612;20.3;261
3614;19.2;262
3616;20.7;259
3618;21.6;260
3620;20.1;257
3622;19.4;258
3624;20.3;259
3626;19.8;256
3628;19.9;259
3630;22.2;255
3632;22.3;253
3634;21.3;253
3636;20.4;251
3638;21.1;253
3640;18.2;251
3642;19.2;253
3644;19.7;255
3646;18.9;253
3648;17.7;257
3650;19.2;257
3652;18.4;258
3654;19;260
3656;19;261
3658;20.7;263
3660;19.3;260
3662;20.1;261
3664;21.5;261
3666;19.7;259
3668;20.1;261
3670;20.7;260
3672;19.9;259
3674;19.8;261
3676;21.1;257
3678;21.8;256
3680;22.5;251
3682;21.2;250
3684;21.1;249
3686;20.2;248
3688;19.5;250
3690;20.5;249
3692;19.7;249
3694;18.6;251
3696;19;251
3698;20.1;254
3700;18;253
3702;19.6;255
3704;21.2;255
3706;19.6;253
3708;19.6;256
3710;21.6;254
3712;19.2;255
3714;20.3;256
3716;19.1;255
3718;19.3;258
3720;18.6;256
3722;20;257
3724;22.6;253
3726;21.1;250
3728;21;252
3730;21.4;249
3732;20.5;249
3734;18.9;250
3736;20.4;248
3738;21.6;249
3740;20;248
3742;18.9;249
3744;19.7;250
3746;18.9;249
3748;20.5;252
3750;20.6;250
3752;20.1;251
3754;18.6;252
3756;19.5;252
3758;19.9;254
3760;18.4;253
3762;18.9;255
3764;19.9;256
3766;18.6;255
3768;18.1;258
3770;21.1;256
3772;21.8;254
3774;21.5;254
3776;20.4;252
3778;20.6;254
3780;19;252
3782;18.8;254
3784;20.8;255
3786;18.4;254
3788;19.3;257
3790;19.8;255
3792;19.3;256
3794;18.3;259
3796;21.2;255
3798;21.1;257
3800;20.7;254
3802;19.1;254
3804;20.5;255
3806;18.3;253
3808;19.4;257
3810;20;255
3812;19.1;256
3814;18.6;258
3816;20.3;255
3818;22.7;256
3820;19.8;252
3822;20.1;253
3824;22.1;254
3826;19;251
3828;18.2;255
3830;19.6;254
3832;18.6;255
3834;18.9;257
3836;19;256
3838;19.3;260
3840;19.7;258
3842;19.2;260
3844;20.8;259
3846;19.2;256
3848;20.2;259
3850;20.6;257
3852;19.6;257
3854;19.3;258
3856;19.9;257
3858;21.8;259
3860;19.7;255
3862;20.9;254
3864;22.9;253
3866;21.2;249
3868;20.2;251
3870;20.4;249
3872;20;250
3874;18.6;252
3876;18.9;251
3878;19.2;254
3880;17.7;254
3882;18;256
3884;20.1;257
3886;18.7;256
3888;18.8;259
3890;21.2;257
3892;20.3;257
3894;21.2;258
3896;19.5;257
3898;20.4;259
3900;19.1;257
3902;19.2;259
3904;20.9;259
3906;20.2;257
3908;20.9;258
3910;22.6;253
3912;21.8;252
3914;20.6;251
3916;20.8;249
3918;21.7;250
3920;20;248
3922;19.3;248
3924;20;250
3926;18.7;249
3928;19.1;253
3930;19.3;252
3932;19.5;253
3934;19.8;254
3936;19.3;253
3938;20;256
3940;18.9;254
3942;18.6;255
3944;20.1;257
3946;18.9;256
3948;18.4;260
3950;20.5;258
3952;20.3;258
3954;22.6;258
3956;21.2;254
3958;21.9;255
3960;19.9;252
3962;19.2;254
3964;21.7;254
3966;19.2;253
3968;19.9;257
3970;19.1;255
3972;18.7;256
3974;18.5;258
3976;19.4;257
3978;20.5;260
3980;20.1;257
3982;19.8;257
3984;21.4;258
3986;19.6;255
3988;18.3;259
3990;19.4;257
3992;19.1;259
3994;18.8;260
3996;18.7;260
3998;20.4;262
4000;19.6;259
4002;21.6;259
4004;22.5;258
4006;20.4;254
4008;18.7;257
4010;19.7;256
4012;19.2;257
4014;19.3;258
4016;18.1;257
4018;20;261
4020;18.6;260
4022;18.4;263
4024;19.9;264
4026;19.6;262
4028;20.4;264
4030;21.5;261
4032;20.7;261
4034;19.6;262
4036;20.1;260
4038;21.3;261
4040;20.1;259
4042;19.6;259
4044;20.9;259
4046;22.3;254
4048;21.8;255
4050;21.5;252
4052;21.4;252
4054;19.5;252
4056;19.6;252
4058;19.4;255
4060;17.7;254
4062;18.2;256
4064;19.4;258
4066;18.6;256
4068;17.8;260
4070;19;260
4072;21;261
4074;21;261
4076;19.6;260
4078;20.9;261
4080;19.2;259
4082;18.7;261
4084;20.7;262
4086;19.8;260
4088;19.7;263
4090;21.6;260
4092;22.1;258
4094;21.5;257
4096;22.1;253
4098;22.5;254
4100;21.3;250
4102;19.3;251
4104;20.5;252
4106;19.8;250
4108;19.6;253
4110;18.7;253
4112;18.9;254
4114;17.7;256
4116;18.3;256
4118;20.8;258
4120;19.3;256
4122;19.6;256
4124;20.5;257
4126;19.6;254
4128;18.1;258
4130;20.4;257
4132;19.9;257
4134;19.9;258
4136;19.1;257
4138;22.5;257
4140;21.8;253
4142;20.4;253
4144;21.8;253
4146;20.6;250
4148;19.9;253
4150;20.1;251
4152;19.5;252
4154;19.6;254
4156;19.3;253
4158;20.1;255
4160;19.3;254
4162;18.2;254
4164;19.7;254
4166;20.2;253
4168;20;256
4170;19.8;254
4172;19.4;254
4174;19;256
4176;19.2;256
4178;20.8;259
4180;18.8;257
4182;19.1;259
4184;23;259
4186;21.7;254
4188;20;256
4190;21;254
4192;20.4;253
4194;20.1;254
4196;18.5;254
4198;19.5;257
4200;18.2;256
4202;17.8;258
4204;20.2;260
4206;18.6;259
4208;19.2;262
4210;21;260
4212;20.2;259
4214;20.5;261
4216;20.6;259
4218;20.8;260
4220;19.9;257
4222;19.4;258
4224;19.9;258
4226;19.4;256
4228;19.9;260
4230;22;257
4232;22.3;255
4234;20.4;254
4236;20.3;253
4238;20.9;255
4240;19.2;254
4242;18.8;255
4244;19.6;257
4246;18.7;255
4248;17.6;259
4250;20.3;259
4252;18.8;260
4254;19.4;262
4256;19;262
4258;20.7;264
4260;19.6;262
4262;19.6;262
4264;20.3;264
4266;19.6;262
4268;20.4;263
4270;21.1;261
4272;19.6;261
4274;19.3;262
4276;22.2;259
4278;24;256
4280;21.9;252
4282;21;251
4284;21.5;252
4286;19.6;249
4288;20;253
4290;19.9;252
4292;19.3;252
4294;18.5;255
4296;18.7;254
4298;18.7;257
4300;17.1;257
4302;19.8;259
4304;21;260
4306;19;257
4308;19.5;260
4310;20.7;258
4312;19.6;258
4314;20.2;260
4316;19.4;259
4318;20;261
4320;19.1;260
4322;20.4;261
4324;20.9;259
4326;21.4;254
4328;21.8;254
4330;21.4;251
4332;20.5;251
4334;19.3;253
4336;20.1;250
4338;21.2;252
4340;19.8;250
4342;18.9;251
4344;20.5;253
4346;18.7;252
4348;19.8;255
4350;20.4;253
4352;20.1;253
4354;19.5;254
4356;20;253
4358;20.8;256
4360;18.5;254
4362;19.3;256
4364;21.2;257
4366;18.6;256
4368;19;258
4370;22.3;255
4372;22.3;253
4374;20.7;253
4376;20.1;252
4378;20.2;253
4380;18.8;252
4382;18.6;254
4384;20.7;255
4386;18.7;253
4388;18.5;257
4390;19.9;256
4392;18.3;256
4394;17.9;259
4396;20.6;256
4398;21.6;257
4400;19.7;255
4402;19.3;255
4404;20.2;255
4406;18.6;254
4408;19;258
4410;19.8;257
4412;19;257
4414;19.1;258
4416;21.2;256
4418;21.6;255
4420;20;252
4422;19.8;254
4424;22;254
4426;19.3;252
4428;18.8;256
4430;19.4;255
4432;18;256
4434;18.6;259
4436;19.2;259
4438;19.4;262
4440;19.1;261
4442;19.4;262
4444;21.7;262
4446;20.1;259
4448;20.4;261
4450;20.7;259
4452;19.4;260
4454;19.4;262
4456;20.3;259
4458;21.1;261
4460;21.2;257
4462;21.3;256
4464;22.7;255
4466;21.3;251
4468;20.8;253
4470;20.4;251
4472;19.6;251
4474;18.7;253
4476;19.1;253
4478;19.4;255
4480;16.3;256
4482;18.3;258
4484;19.9;260
4486;18.7;259
4488;18.6;262
4490;20.9;261
4492;20.2;260
4494;20.4;261
4496;19.5;260
4498;20.2;262
4500;19.3;261
4502;19.4;262
4504;21.7;263
4506;20.3;261
4508;21.8;262
4510;22.9;257
4512;20.9;256
4514;20.2;255
4516;20.5;252
4518;20.7;255
4520;20.1;252
4522;18.8;252
4524;19.6;253
4526;18.8;253
4528;18.5;257
4530;19.3;256
4532;18.9;257
4534;18.3;258
4536;19.7;256
4538;20.3;258
4540;18.4;256
4542;19.3;259
4544;21.2;259
4546;19.7;257
4548;18.6;261
4550;20.6;259
4552;19.9;260
4554;21.4;259
4556;21.7;257
4558;22;256
4560;20.9;253
4562;19.4;255
4564;20.4;255
4566;19.6;253
4568;19.3;256
4570;19.8;255
4572;19;256
4574;18;258
4576;19.9;255
4578;20.8;258
4580;19.9;256
4582;19.7;256
4584;21;256
4586;19.4;254
4588;18.9;257
4590;19.1;256
4592;19.5;256
4594;18.9;258
4596;19.5;258
4598;20.1;259
4600;20.2;256
4602;21;256
4604;21.9;255
4606;20.9;252
4608;19.1;255
4610;19.8;254
4612;18.9;255
4614;19;257
4616;18.5;257
4618;19.2;260
4620;18.5;259
4622;18.2;261
4624;19.8;263
4626;19.7;261
4628;20.3;263
4630;21.6;261
4632;20;261
4634;19.4;263
4636;20.3;261
4638;20.6;262
4640;20.9;259
4642;19.4;259
4644;20.6;261
4646;20.6;258
4648;21.8;259
4650;21.5;256
4652;20.7;255
4654;20.2;255
4656;19.1;255
4658;19.6;257
4660;18.1;256
4662;18.7;259
4664;19.9;260
4666;18.7;258
4668;18.2;262
4670;19.8;262
4672;21.1;262
4674;21.7;262
4676;20.1;261
4678;20.7;262
4680;20;260
4682;18.4;262
4684;20.6;264
4686;20.5;261
4688;20.2;263
4690;21;261
4692;22.2;259
4694;21.5;258
4696;21.8;255
4698;22.1;255
4700;20.6;251
4702;19.7;251
4704;20.5;253
4706;19.6;251
4708;19.1;255
4710;18.7;254
4712;19;256
4714;17.3;258
4716;18.7;258
4718;20.4;260
4720;19.2;258
4722;19.3;258
4724;20.6;260
4726;20.1;257
4728;18.9;260
4730;20.4;259
4732;19.5;260
4734;19.8;261
4736;19.3;260
4738;22.1;261
4740;22;256
4742;20.3;255
4744;21.6;255
4746;21.1;251
4748;20.8;253
4750;20.5;251
4752;19.8;252
4754;18.8;254
4756;19.6;252
4758;20;254
4760;19;253
4762;18.7;254
4764;20.1;255
4766;20;252
4768;20.4;255
4770;20.4;254
4772;19.7;253
4774;19.2;255
4776;18.9;255
4778;19.8;257
4780;18.4;255
4782;19.6;257
4784;22.8;256
4786;22.1;252
4788;20.2;253
4790;21;251
4792;20.4;251
4794;20.3;252
4796;19;251
4798;19.7;254
4800;18.8;253
4802;17.2;256
4804;19.9;258
4806;18.8;256
4808;19.1;260
4810;21.1;257
4812;19.8;258
4814;20.1;258
4816;20.5;256
4818;20.6;257
4820;19.9;255
4822;18.6;256
4824;20.2;256
4826;19.1;254
4828;19.2;257
4830;21.5;255
4832;22.3;252
4834;21.2;253
4836;20.2;250
4838;20.5;252
4840;19;251
4842;19.3;253
4844;19.5;254
4846;18.8;253
4848;17.2;257
4850;19.5;257
4852;18.3;259
4854;19.3;261
4856;18.6;261
4858;20.3;264
4860;19.9;262
4862;20.1;262
4864;22;261
4866;19.8;261
4868;20.2;263
4870;20.7;261
4872;19.9;260
4874;19.2;262
4876;21.3;259
4878;21.8;257
4880;22.3;252
4882;21.5;251
4884;20.7;251
4886;19.9;249
4888;19.1;252
4890;20.5;251
4892;19.2;252
4894;18.6;254
4896;19;254
4898;19;257
4900;17.7;256
4902;19.4;258
4904;21.4;258
4906;19.7;257
4908;19.5;259
4910;20.3;257
4912;19.6;259
4914;20;260
4916;19.4;259
4918;20.1;261
4920;19.1;260
4922;20.7;260
4924;23.1;258
4926;21.6;253
4928;21.5;255
4930;21.8;251
4932;20.3;252
4934;19.1;253
4936;20.1;251
4938;21.1;253
4940;19.7;250
4942;18.7;253
4944;20.3;253
4946;19.1;252
4948;19.3;256
4950;20.5;254
4952;19.5;255
4954;19.4;256
4956;19.5;254
4958;19.9;257
4960;18.2;254
4962;19.3;257
4964;20.6;257
4966;18.7;257
4968;19.5;258
4970;22.3;254
4972;22;253
4974;21.7;253
4976;20.7;251
4978;20.6;253
4980;19.3;251
4982;19;252
4984;20.7;253
4986;18.6;252
4988;18.7;256
4990;19.8;254
4992;19.2;255
4994;18.2;258
4996;20.2;256
4998;21.6;256
5000;20.5;254
5002;19.8;254
5004;20.7;254
5006;19.1;253
5008;19.9;256
5010;19.7;255
5012;19.1;256
5014;19;257
5016;21.9;253
5018;22.3;254
5020;19.9;251
5022;19.7;252
5024;21.1;252
5026;19.3;251
5028;18.3;255
5030;19.6;254
5032;18.3;255
5034;18.7;258
5036;18.5;258
5038;19.1;261
5040;18.6;260
5042;18.9;262
5044;20.4;262
5046;19.8;261
5048;20.2;263
5050;21;260
5052;20;260
5054;19.2;262
5056;20.5;260
5058;21.1;262
5060;20.9;259
5062;21.9;257
5064;22.4;255
5066;21;251
5068;20;254
5070;21.1;252
5072;19.5;252
5074;19.3;254
5076;18.8;254
5078;18.9;258
5080;18.5;256
5082;18.1;259
5084;20.1;261
5086;19.3;261
5088;18.8;264
5090;20.8;262
5092;20.4;263
5094;20.4;264
5096;20.1;262
5098;20.3;264
5100;19.7;263
5102;19.6;265
5104;21.3;266
5106;20.5;263
5108;21.4;262
5110;23.4;261
5112;22;259
5114;20.7;259
5116;20.9;256
5118;21.1;257
5120;20;254
5122;18.8;255
5124;19.5;256
5126;18.6;255
5128;19.7;259
5130;19.4;258
5132;19.7;259
5134;19.8;259
5136;20.2;257
5138;20.9;260
5140;19.1;258
5142;18.9;260
5144;20.7;261
5146;19.6;260
5148;18.7;262
5150;20.3;263
5152;21.1;262
5154;22.8;261
5156;21.8;257
5158;21.2;257
5160;19.8;255
5162;18.8;257
5164;20.8;257
5166;19.5;255
5168;18.6;258
5170;20.1;256
5172;18.9;257
5174;18.6;259
5176;19.5;258
5178;20.8;259
5180;20.6;257
5182;19.7;257
5184;20.9;257
5186;20;255
5188;19.5;258
5190;19.3;257
5192;19.6;257
5194;19.1;258
5196;19.1;257
5198;20.8;259
5200;19.3;258
5202;21.5;257
5204;22.4;256
5206;21.1;253
5208;19.5;256
5210;20;254
5212;19.5;255
5214;19.2;256
5216;18.1;257
5218;19.5;259
5220;18.4;259
5222;18;262
5224;19.8;263
5226;20;261
5228;21.2;263
5230;21.3;260
5232;20.1;260
5234;19.2;261
5236;20.1;259
5238;20.3;261
5240;20.5;258
5242;19.4;260
5244;20.5;260
5246;21.8;256
5248;22.5;257
5250;20.9;254
5252;20.9;253
5254;19.1;254
5256;19.2;253
5258;20.2;257
5260;17.6;255
5262;18.3;258
5264;20.2;260
5266;19;258
5268;17.6;262
5270;19.7;262
5272;20.5;262
5274;20.7;263
5276;19.7;262
5278;21;264
5280;19.7;262
5282;18.8;264
5284;20.8;265
5286;20.4;262
5288;20.3;265
5290;21.2;263
5292;21.2;261
5294;21.3;260
5296;21.8;256
5298;22.1;257
5300;20.6;253
5302;19.6;254
5304;20.5;254
5306;20.1;252
5308;18.5;256
5310;18.8;256
5312;18.9;257
5314;18.6;259
5316;18.5;259
5318;20.2;262
5320;19.2;260
5322;19.9;261
5324;20.5;262
5326;19.9;259
5328;18.7;262
5330;20;261
5332;20.4;262
5334;20.3;263
5336;19;262
5338;22.3;263
5340;22.4;258
5342;20.1;258
5344;21.4;258
5346;20.5;254
5348;19.6;257
5350;20.5;255
5352;19.2;255
5354;18.4;257
5356;19.1;256
5358;19.8;259
5360;19.4;256
5362;19;256
5364;20.7;259
5366;19.9;256
5368;21;258
5370;20.1;256
5372;20.1;257
5374;18.6;258
5376;19;257
5378;20.7;259
5380;19;258
5382;19.3;259
5384;22.2;259
5386;22.5;254
5388;20.6;255
5390;21.7;253
5392;20.3;253
5394;20.8;253
5396;19.1;253
5398;20.3;255
5400;19;253
5402;18;256
5404;19.5;259
5406;19.1;256
5408;19;260
5410;20.6;258
5412;20.3;259
5414;19.8;260
5416;20.8;256
5418;21.8;258
5420;19.9;256
5422;18.9;257
5424;20.3;258
5426;19.3;255
5428;19.6;258
5430;21.7;255
5432;22.2;254
5434;20.8;253
5436;20.4;251
5438;20.9;252
5440;18.8;252
5442;18.7;253
5444;20.4;255
5446;18.8;254
5448;17.5;257
5450;19.4;257
5452;18.5;259
5454;19.7;261
5456;19;261
5458;20.5;263
5460;19.6;261
5462;20;262
5464;21.5;262
5466;19.5;261
5468;20.2;264
5470;20.7;262
5472;20.4;261
5474;19.8;263
5476;22.2;260
5478;24;259
5480;21.9;254
5482;20.6;254
5484;21.2;255
5486;19.9;252
5488;19.9;254
5490;20.1;253
5492;19.5;254
5494;18.9;256
5496;18.6;256
5498;19.9;259
5500;17.1;259
5502;19.7;260
5504;21.9;260
5506;19.7;258
5508;19.7;261
5510;20.6;259
5512;19.5;260
5514;20.3;261
5516;19.4;260
5518;20.1;262
5520;19.2;261
5522;21.3;262
5524;21.6;260
5526;21.8;255
5528;21.3;256
5530;21.6;253
5532;20.4;253
5534;19.7;255
5536;20.4;253
5538;20.7;255
5540;19.5;253
5542;18.9;255
5544;19.4;256
5546;18.3;254
5548;19.3;258
5550;20.4;256
5552;20;256
5554;19.2;257
5556;20;256
5558;20.1;257
5560;18.7;256
5562;19.1;258
5564;20.7;259
5566;18.8;258
5568;20.1;260
5570;23;256
5572;22.2;254
5574;21.5;254
5576;20.6;252
5578;21.1;254
5580;19.1;252
5582;19;254
5584;20.9;255
5586;18.5;254
5588;18.8;257
5590;19.9;256
5592;19.1;257
5594;18.6;259
5596;20.9;256
5598;21.8;257
5600;19.9;254
5602;19.9;254
5604;20.8;255
5606;19.4;253
5608;19.2;256
5610;20.1;254
5612;19;255
5614;19.2;256
5616;22.5;253
5618;23;253
5620;19.8;250
5622;20;251
5624;21.9;251
5626;19.5;250
5628;18.3;254
5630;19.7;253
5632;19.1;254
5634;18.7;256
5636;18.5;256
5638;19.5;259
5640;18.9;259
5642;19.1;261
5644;21.8;261
5646;19.6;259
5648;20.5;261
5650;20.8;258
5652;19.6;259
5654;19.3;261
5656;20.1;259
5658;21;261
5660;19.8;258
5662;21.2;258
5664;22.9;256
5666;20.8;252
5668;21.4;255
5670;20.9;253
5672;20;253
5674;19;254
5676;18.8;254
5678;19.7;257
5680;17.5;258
5682;18.6;259
5684;20.1;261
5686;19.3;260
5688;19.6;262
5690;21.3;261
5692;20.4;261
5694;20.7;262
5696;19.6;262
5698;20.2;264
5700;19.3;262
5702;18.6;264
5704;20.8;265
5706;20.3;263
5708;23;264
5710;23.5;258
5712;20.9;257
5714;19.5;257
5716;20.3;254
5718;21.7;255
5720;20;254
5722;18.8;255
5724;19.4;256
5726;18.3;255
5728;18.2;259
5730;19.2;258
5732;20.1;259
5734;19.6;260
5736;19.6;259
5738;20.3;261
5740;18.8;259
5742;19.4;261
5744;21;262
5746;19.4;260
5748;18.6;263
5750;19.9;263
5752;20.9;263
5754;23.4;261
5756;21.3;257
5758;21.6;259
5760;19.5;256
5762;19.1;257
5764;19.5;257
5766;18.7;256
5768;19;259
5770;20.3;258
5772;19.4;259
5774;18;261
5776;19;260
5778;21.3;262
5780;20.5;258
5782;19.6;259
5784;20.7;260
5786;20.5;256
5788;19.3;259
5790;20.5;257
5792;19.8;257
5794;18.8;258
5796;19.2;258
5798;20.7;260
5800;20.2;257
5802;21.7;256
5804;22.9;254
5806;21;251
5808;19.5;253
5810;20.6;253
5812;19.4;254
5814;20;255
5816;17.8;256
5818;18.7;258
5820;18.6;257
5822;17.8;260
5824;19.9;263
5826;19.9;260
5828;20.3;263
5830;21.2;259
5832;20.3;259
5834;19.2;260
5836;19.8;258
5838;20.6;261
5840;19.7;258
5842;19.5;260
5844;20;261
5846;22.6;256
5848;22.2;256
5850;21.2;254
5852;20.2;253
5854;19.4;254
5856;19.4;253
5858;19.7;257
5860;16.5;255
5862;18.4;258
5864;19.8;259
5866;18.7;258
5868;17.7;263
5870;19.9;262
5872;20.5;262
5874;21;263
5876;19.3;262
5878;20.8;263
5880;19.5;261
5882;18.9;264
5884;20.9;265
5886;20;263
5888;20.1;266
5890;20.7;264
5892;22.3;263
5894;21.9;262
5896;21.6;258
5898;21.9;258
5900;20.2;255
5902;19;256
5904;19.4;256
5906;19.1;254
5908;19.8;259
5910;19.1;258
5912;19.1;260
5914;18.5;262
5916;19.2;261
5918;22.4;264
5920;19.6;262
5922;19.9;263
5924;21.2;264
5926;20.4;261
5928;19.7;264
5930;19.8;263
5932;20.4;262
5934;21.2;265
5936;19.6;264
5938;22.3;264
5940;22;260
5942;20.6;260
5944;22.7;259
5946;20.2;256
5948;19.7;259
5950;20.5;257
5952;19.4;257
5954;19.1;259
5956;19.5;258
5958;20.1;261
5960;19.5;260
5962;18.9;261
5964;20.8;262
5966;20.5;259
5968;20.2;261
5970;20.6;258
5972;20.3;259
5974;18.1;260
5976;19.2;259
5978;20.7;262
5980;18.4;259
5982;19.2;262
5984;22.2;263
5986;22.8;258
5988;20.8;258
5990;21.4;256
5992;20.4;256
5994;20.6;256
5996;18.8;256
5998;19.7;258
6000;18.8;257
6002;17.9;259
6004;19.6;261
6006;19.3;259
6008;19.5;263
6010;20.5;260
6012;20.3;260
6014;20.2;261
6016;20.7;258
6018;21.5;260
6020;20;256
6022;19.3;258
6024;20.2;259
6026;19.4;257
6028;19.3;260
6030;20.9;258
6032;22.6;256
6034;20.7;254
6036;21;252
6038;21.3;254
6040;19.6;252
6042;19.5;253
6044;20.9;255
6046;19.1;254
6048;17.6;258
6050;19.5;258
6052;18.6;259
6054;19.4;261
6056;19.2;261
6058;20.5;262
6060;19.8;260
6062;19.4;261
6064;20.8;262
6066;19.6;259
6068;20;263
6070;20.2;260
6072;20.2;261
6074;19.4;262
6076;21;260
6078;22.8;259
6080;22.1;254
6082;21.2;254
6084;21.5;254
6086;19.5;252
6088;19.7;255
6090;20;253
6092;19;254
6094;17.8;257
6096;18.3;256
6098;19.3;259
6100;16.8;259
6102;19.5;261
6104;21.5;261
6106;20.1;259
6108;19.3;262
6110;20.2;260
6112;19.4;262
6114;20.3;263
6116;19.9;262
6118;20.3;264
6120;19.3;262
6122;20.2;262
6124;23.7;262
6126;21.8;257
6128;21.4;259
6130;21.4;255
6132;20.4;255
6134;19.4;257
6136;19.9;254
6138;21.8;256
6140;19.4;254
6142;18.5;256
6144;19.6;256
6146;18.2;256
6148;20.6;259
6150;20.3;257
6152;19.9;257
6154;20;259
6156;20.1;257
6158;20.3;260
6160;18;258
6162;19.4;260
6164;21.8;261
6166;19.1;259
6168;19.6;262
6170;22.8;258
6172;21.8;256
6174;21;256
6176;20;255
6178;20.5;256
6180;19.4;255
6182;18.3;257
6184;20.1;258
6186;17.9;256
6188;19.4;260
6190;19.8;258
6192;19.7;259
6194;19;261
6196;21;258
6198;22.1;259
6200;19.9;256
6202;19.6;257
6204;20.2;256
6206;18.7;255
6208;19.7;258
6210;20;257
6212;19;258
6214;18.9;259
6216;21;257
6218;23.1;256
6220;20.4;253
6222;20.9;253
6224;22.5;253
6226;19.8;251
6228;19.3;254
6230;20;254
6232;18.7;255
6234;18.8;257
6236;18.5;257
6238;19.6;260
6240;18.8;259
6242;19.6;260
6244;21.3;259
6246;19.8;257
6248;20.3;260
6250;20.7;257
6252;19.4;258
6254;19.3;259
6256;20.3;257
6258;20.8;259
6260;20.5;257
6262;21.8;255
6264;22.8;253
6266;20.9;250
6268;20.8;252
6270;20.5;250
6272;19.7;251
6274;18.2;254
6276;18.5;254
6278;19.1;256
6280;17.2;257
6282;18.2;260
6284;20.5;262
6286;19.3;260
6288;19;264
6290;20.5;262
6292;20.5;263
6294;21;263
6296;19.8;263
6298;20.5;265
6300;20.1;263
6302;19.2;266
6304;21.6;266
6306;20.2;264
6308;22.9;263
6310;23.2;259
6312;21.2;258
6314;20.5;258
6316;20.2;256
6318;21.3;257
6320;18.8;256
6322;18.7;257
6324;19.9;258
6326;18.9;257
6328;19;260
6330;19;260
6332;19.8;261
6334;20;262
6336;19.9;261
6338;21;263
6340;19.1;261
6342;19.5;263
6344;20.5;264
6346;19.7;263
6348;19;266
6350;20.6;266
6352;20.9;266
6354;21.6;263
6356;22.3;259
6358;21.7;260
6360;19.6;258
6362;19.5;259
6364;21;260
6366;19.4;258
6368;19.6;261
6370;20.2;260
6372;19.6;261
6374;18.7;263
6376;19.6;262
6378;20.9;264
6380;21;262
6382;20.2;262
6384;21.1;262
6386;20.4;260
6388;21.5;262
6390;20.4;261
6392;20.1;261
6394;20.5;262
6396;19.2;262
6398;21;264
6400;21.7;261
6402;21.7;259
6404;23.1;258
6406;20.5;255
6408;19.2;258
6410;20.4;256
6412;19.9;257
6414;20.4;258
6416;18.8;259
6418;19.7;260
6420;18.5;259
6422;18.4;262
6424;20.2;263
6426;20.4;260
6428;20.6;262
6430;21.4;259
6432;20.6;259
6434;19.8;260
6436;20;258
6438;21;261
6440;20.6;257
6442;19.1;259
6444;20.6;259
6446;22.7;254
6448;22.7;254
6450;21.5;252
6452;21;251
6454;19.7;252
6456;19.5;251
6458;20.6;255
6460;18.5;254
6462;18.4;256
