Temps [s];Marche [s/j];Amplitude [°]
618;20.9;256
620;19.3;254
622;18.8;255
624;20.2;257
626;19.2;253
628;19.4;256
630;21.6;253
632;22.6;251
634;19.2;251
636;20.2;249
638;20.7;251
640;19.1;250
642;19.1;252
644;19.8;254
646;19;254
648;17.1;256
650;19.5;255
652;18.3;259
654;19.8;260
656;19.2;260
658;19.9;261
660;19.3;260
662;19.7;260
664;20.5;261
666;19.3;259
668;19.4;263
670;20.3;260
672;19.6;260
674;18.8;261
676;22.2;257
678;23.7;255
680;21.8;251
682;20.9;252
684;21.1;251
686;19.5;249
688;18;252
690;19.8;251
692;19;252
694;19;253
696;18.1;253
698;18.5;257
700;17.2;256
702;18.4;259
704;20.5;260
706;19.7;257
708;18.9;260
710;21;257
712;19.6;259
714;20.3;261
716;19.8;258
718;19.9;262
720;18.9;259
722;20.3;259
724;22.8;258
726;21.2;254
728;20.7;256
730;21.6;250
732;20.6;251
734;19;253
736;20.1;250
738;21.3;252
740;18.7;250
742;19.2;251
744;19.8;253
746;18.9;251
748;19.5;255
750;20.6;252
752;20;253
754;18.7;254
756;20;253
758;19.1;254
760;17.7;254
762;18.4;256
764;20.6;255
766;18.5;255
768;20.2;259
770;23.2;254
772;22.7;251
774;21.5;253
776;20.2;250
778;20.9;251
780;18.7;248
782;18.3;251
784;20.6;251
786;18.7;250
788;18.2;253
790;20.4;250
792;19.9;252
794;18.8;255
796;20.6;251
798;21.8;253
800;21;249
802;19.7;251
804;20.3;251
806;19;248
808;18.5;253
810;20.3;250
812;19.4;253
814;19.5;255
816;21;251
818;23;252
820;19.9;248
822;19.8;250
824;21;249
826;19.2;248
828;18.7;253
830;19.7;251
832;18.5;253
834;18.6;256
836;18.8;256
838;18.7;257
840;18.6;257
842;19.3;259
844;21.2;259
846;19.1;257
848;20.3;258
850;20.7;257
852;19.9;256
854;18.5;259
856;19.9;255
858;20.2;258
860;20.9;256
862;21.2;252
864;22.7;250
866;21;248
868;20.9;251
870;20;249
872;20.2;249
874;19.1;251
876;18.3;251
878;19.8;253
880;16.8;254
882;18.5;257
884;19.3;257
886;19.3;257
888;18.6;261
890;20.7;257
892;19.8;259
894;20.2;260
896;19.7;257
898;19.9;262
900;19.8;258
902;19;262
904;21.2;262
906;19.7;259
908;21.6;260
910;22.7;256
912;21.4;254
914;19.5;252
916;20.4;251
918;21.4;252
920;19.3;251
922;18.7;252
924;20.5;253
926;18.6;252
928;17.9;255
930;19.2;255
932;19.6;257
934;19.6;259
936;19.5;256
938;20;258
940;18.9;257
942;19.7;259
944;20.3;259
946;19.3;259
948;18.6;262
950;21.2;260
952;20;260
954;21.8;259
956;20.8;256
958;21.7;257
960;19.9;254
962;18.8;256
964;20;255
966;19.6;252
968;19.2;256
970;19.7;253
972;19.2;255
974;19;257
976;19.7;254
978;20.2;257
980;19.4;255
982;19.6;255
984;21;255
986;19.8;252
988;19.1;255
990;19.3;253
992;19.6;254
994;19;255
996;19.4;252
998;19.9;256
1000;18.5;255
1002;20.7;255
1004;23.5;253
1006;20.8;250
1008;19.2;253
1010;20.4;251
1012;19.5;252
1014;19.8;255
1016;17.9;253
1018;19;256
1020;18.6;256
1022;18.1;259
1024;20.7;259
1026;19.7;256
1028;20;260
1030;21.1;256
1032;20.1;257
1034;19.7;258
1036;19.9;257
1038;20.7;258
1040;20.2;254
1042;19.8;256
1044;21.1;256
1046;21.6;252
1048;21.8;253
1050;21.7;251
1052;21.1;249
1054;19.5;250
1056;19.1;248
1058;20.3;252
1060;17;251
1062;18.4;253
1064;18.6;255
1066;18.6;254
1068;17.8;259
1070;19.2;259
1072;19.9;259
1074;19.9;261
1076;19.7;259
1078;20.8;261
1080;19.2;259
1082;18.9;261
1084;20.6;262
1086;20;260
1088;20;263
1090;21.1;260
1092;20.6;259
1094;21.6;260
1096;22.3;254
1098;22.1;256
1100;20.9;252
1102;19.7;252
1104;19.9;254
1106;19.8;250
1108;18.8;255
1110;18.9;253
1112;19.4;256
1114;17.5;256
1116;18.5;256
1118;20.9;258
1120;19.2;256
1122;20.1;258
1124;20.8;258
1126;20.1;256
1128;18.1;260
1130;19.9;258
1132;19.6;258
1134;19.9;261
1136;19.3;260
1138;22;260
1140;21.1;256
1142;20.1;256
1144;20.6;254
1146;20.3;252
1148;20;254
1150;20.5;252
1152;19.2;254
1154;18.3;255
1156;18.8;254
1158;19.3;256
1160;19.3;255
1162;19;257
1164;20.9;257
1166;20;255
1168;19.9;256
1170;19.7;254
1172;19.6;255
1174;18.8;256
1176;18.9;255
1178;20.2;257
1180;19.2;256
1182;19.5;257
1184;21.6;258
1186;22.5;252
1188;20.9;253
1190;21.6;249
1192;20.7;249
1194;20.5;252
1196;19.2;250
1198;20.8;254
1200;18.5;251
1202;18.1;254
1204;19.4;254
1206;18.7;253
1208;19;257
1210;20.4;254
1212;19.8;255
1214;19.7;257
1216;20.3;252
1218;21.1;254
1220;19.9;251
1222;19.3;253
1224;20.5;253
1226;19.7;252
1228;19.1;254
1230;22.1;250
1232;22.8;250
1234;21.2;249
1236;20;246
1238;20.9;249
1240;19.6;248
1242;19.2;250
1244;19.9;251
1246;19.1;250
1248;17.7;255
1250;19.6;253
1252;17.9;256
1254;18.8;258
1256;19.2;258
1258;20.5;260
1260;19.6;258
1262;19.5;259
1264;20.2;261
1266;19.5;256
1268;19.7;262
1270;20.8;257
1272;19.2;258
1274;19.3;260
1276;21.7;257
1278;23.4;256
1280;22.1;251
1282;20.6;249
1284;21.4;249
1286;19.6;248
1288;18.8;252
1290;20.2;249
1292;19.2;251
1294;18.9;254
1296;18.1;253
1298;18.6;256
1300;17.4;258
1302;18.4;259
1304;20.6;260
1306;19.6;257
1308;19;262
1310;21;259
1312;19.3;259
1314;20;261
1316;19.2;260
1318;20.2;262
1320;19;261
1322;20.2;260
1324;24.1;259
1326;21.4;253
1328;21.3;255
1330;22;252
1332;20.4;252
1334;18.8;253
1336;20.5;249
1338;20.4;252
1340;19.1;251
1342;18.9;251
1344;20.2;252
1346;18.5;251
1348;19.6;255
1350;21;252
1352;20.2;251
1354;19.6;254
1356;19.8;251
1358;20.1;254
1360;17.9;253
1362;18.5;255
1364;19.3;257
1366;18.9;256
1368;20.3;258
1370;23;253
1372;21.8;252
1374;21.4;252
1376;20;250
1378;20.6;252
1380;18.8;250
1382;18.8;252
1384;20.5;253
1386;18.5;252
1388;18.8;255
1390;19.8;253
1392;19.1;254
1394;17.7;258
1396;20.4;255
1398;20.9;257
1400;21;253
1402;20.1;253
1404;21.6;253
1406;19.3;250
1408;19.4;255
1410;20.3;253
1412;19.7;254
1414;18.6;254
1416;20.5;251
1418;23.4;252
1420;20.7;250
1422;20.6;250
1424;21.8;250
1426;19.6;248
1428;18.5;251
1430;19.9;251
1432;18.7;251
1434;18.6;255
1436;18.1;254
1438;19.4;257
1440;18.2;256
1442;19.3;257
1444;21.7;258
1446;19.4;256
1448;20.1;258
1450;20.3;255
1452;19.2;255
1454;18.8;258
1456;19.9;256
1458;21;257
1460;20.9;253
1462;22.4;250
1464;22.8;250
1466;20.8;246
1468;20.5;250
1470;20.4;248
1472;19.5;248
1474;18.4;251
1476;18.5;249
1478;19.8;254
1480;17.4;254
1482;17.7;257
1484;19.1;258
1486;18.7;257
1488;18.5;260
1490;19.8;259
1492;19.8;260
1494;19.5;261
1496;19.6;261
1498;20.2;262
1500;19.3;261
1502;19.1;263
1504;21;264
1506;20.1;260
1508;22.2;261
1510;21.7;255
1512;21.1;254
1514;19.4;256
1516;20.4;252
1518;21.2;254
1520;19.9;252
1522;18.9;253
1524;19.4;254
1526;18.3;253
1528;18.7;257
1530;19.2;257
1532;18.7;258
1534;19.2;260
1536;19.6;258
1538;20.5;260
1540;18.7;259
1542;19.5;260
1544;20.8;262
1546;19.5;259
1548;18.6;262
1550;20.3;262
1552;20.1;262
1554;21.5;261
1556;21.8;258
1558;22.1;258
1560;20.3;255
1562;18.7;256
1564;20.6;257
1566;18.8;255
1568;19.2;258
1570;20.4;256
1572;19.2;258
1574;18;259
1576;19.3;257
1578;20.2;260
1580;20.5;256
1582;20.1;256
1584;21.2;257
1586;19.8;255
1588;19.2;258
1590;19.7;257
1592;19.5;258
1594;19.1;259
1596;19.1;258
1598;20.3;261
1600;21.2;257
1602;20.9;257
1604;22.1;255
1606;20.5;252
1608;18.6;255
1610;20.2;255
1612;19.1;255
1614;18.8;257
1616;18.5;258
1618;19.7;260
1620;18.3;259
1622;18;262
1624;19.5;262
1626;20.2;259
1628;21;261
1630;21.4;258
1632;19.9;258
1634;20;259
1636;19.8;257
1638;21.1;259
1640;20.5;256
1642;19.4;256
1644;19.9;257
1646;20.6;254
1648;22.1;255
1650;21.1;251
1652;21.2;250
1654;19.3;252
1656;19.2;251
1658;19.7;253
1660;17.6;253
1662;18.1;255
1664;18.7;256
1666;18.7;256
1668;18.2;259
1670;19.5;259
1672;19.7;259
1674;20.5;261
1676;19.4;260
1678;20.5;261
1680;19;259
1682;18.5;262
1684;19.8;263
1686;19.7;260
1688;20.5;263
1690;20.7;262
1692;22.2;260
1694;22.4;259
1696;21.4;255
1698;22;256
1700;20.9;251
1702;19.4;252
1704;19.8;254
1706;19.4;251
1708;19;255
1710;18.6;255
1712;18.7;256
1714;18.1;259
1716;18;259
1718;20.7;261
1720;18.9;259
1722;19.4;261
1724;20.3;262
1726;19.9;259
1728;18.7;263
1730;20;262
1732;19.9;263
1734;19.9;264
1736;19.6;263
1738;21.9;264
1740;22.2;258
1742;20.8;259
1744;21.8;258
1746;20.2;255
1748;19.8;258
1750;19.9;255
1752;19.6;256
1754;18.3;258
1756;19.5;256
1758;19.2;259
1760;19.1;257
1762;19;258
1764;19.4;258
1766;20;257
1768;20.3;259
1770;20.8;256
1772;19.9;256
1774;18.7;258
1776;19;257
1778;20.5;260
1780;18.6;258
1782;19.2;260
1784;22;260
1786;22.5;255
1788;20.1;256
1790;20.7;254
1792;20.6;254
1794;19.9;255
1796;18.8;254
1798;19.9;256
1800;18.1;255
1802;18.5;258
1804;18.7;259
1806;19.2;257
1808;19.5;260
1810;20.8;256
1812;20.6;256
1814;19.7;258
1816;20.8;254
1818;21.1;255
1820;20.2;253
1822;19.3;254
1824;19.2;255
1826;19.7;251
1828;19.7;255
1830;21.4;252
1832;23;249
1834;21;250
1836;20.3;248
1838;21;250
1840;19.1;248
1842;18.7;250
1844;19.1;251
1846;19.1;250
1848;17.4;255
1850;19.4;254
1852;18.1;257
1854;18.6;258
1856;18.6;259
1858;19.8;260
1860;19.7;258
1862;19.1;259
1864;20.7;260
1866;20.1;257
1868;19.8;261
1870;20.5;258
1872;19.9;258
1874;19.1;259
1876;21.5;256
1878;23.7;256
1880;21.9;251
1882;21.2;250
1884;21.4;250
1886;19.6;248
1888;19.2;251
1890;20.1;249
1892;19.2;250
1894;17.6;254
1896;18.4;253
1898;18.9;257
1900;17.3;257
1902;18.1;260
1904;21.3;260
1906;19.3;258
1908;19.7;261
1910;20.7;259
1912;19.4;260
1914;19.9;262
1916;19.8;261
1918;19.8;262
1920;19.4;261
1922;20.1;262
1924;23.7;261
1926;21.6;256
1928;20.3;257
1930;21.2;253
1932;20.1;253
1934;18.8;255
1936;20.6;253
1938;21.3;254
1940;19.4;253
1942;19;253
1944;19.8;255
1946;18.6;253
1948;19.8;257
1950;20.5;254
1952;19.7;254
1954;20;256
1956;19.4;254
1958;19.5;257
1960;16.9;257
1962;18.5;258
1964;20.7;259
1966;18.6;258
1968;20.4;261
1970;23;256
1972;21.9;253
1974;21.2;254
1976;20.1;252
1978;20.6;254
1980;18.8;252
1982;18.6;255
1984;19.6;256
1986;18.5;254
1988;18.9;257
1990;19.8;255
1992;19.4;256
1994;17.4;259
1996;20.3;256
1998;22.1;257
2000;20.2;254
2002;19.9;253
2004;20.7;255
2006;18.9;252
2008;18.4;255
2010;19.5;255
2012;19.2;254
2014;18.7;257
2016;21.4;253
2018;23.2;252
2020;19.7;250
2022;20;249
2024;22.4;251
2026;19.5;247
2028;19;251
2030;20.5;251
2032;19.2;251
2034;18.7;254
2036;18.2;254
2038;18.7;256
2040;18.5;256
2042;19.1;256
2044;20.6;257
2046;19.5;254
2048;21;256
2050;20.7;253
2052;19.8;253
2054;18.8;255
2056;19.6;252
2058;21;254
2060;20.7;252
2062;22.4;250
2064;23;249
2066;20.9;244
2068;19.3;247
2070;20.3;246
2072;19.6;246
2074;18.1;249
2076;18.1;249
2078;19.6;252
2080;17.4;252
2082;17.7;255
2084;18.8;256
2086;18.7;255
2088;18.4;259
2090;20.1;257
2092;19.6;256
2094;20.3;258
2096;19;256
2098;19.4;259
2100;19;259
2102;18.7;260
2104;20.5;262
2106;19.3;260
2108;21.6;261
2110;23;257
2112;21;255
2114;19.7;255
2116;20.3;251
2118;21.6;254
2120;19.5;251
2122;18.8;251
2124;19.9;255
2126;18.3;253
2128;17.1;257
2130;18.9;257
2132;19.8;256
2134;19.2;259
2136;19.4;257
2138;20.6;260
2140;19;258
2142;18.8;259
2144;19.7;260
2146;19;259
2148;18.3;263
2150;20.2;262
2152;20.2;263
2154;23.1;261
2156;21.5;257
2158;21.5;257
2160;19.7;254
2162;19;256
2164;20.4;258
2166;19.3;254
2168;18.8;257
2170;20.1;256
2172;19.2;257
2174;18.2;259
2176;19.1;259
2178;20.8;259
2180;20.7;256
2182;19.3;258
2184;20.6;257
2186;20.2;256
2188;19.5;257
2190;19.7;256
2192;19.9;256
2194;18.4;259
2196;18.6;258
2198;19.8;260
2200;21.1;256
2202;21.3;255
2204;21.5;256
2206;20.6;253
2208;19;255
2210;19.8;254
2212;19;255
2214;19.2;257
2216;18;256
2218;19.4;260
2220;18.5;258
2222;17.7;261
2224;20.2;261
2226;19.9;260
2228;20.5;261
2230;21.7;258
2232;20.6;257
2234;19.8;258
2236;20.2;255
2238;20.3;258
2240;19.9;255
2242;18.9;255
2244;20.2;257
2246;22.5;252
2248;22.2;252
2250;21.6;250
2252;21;248
2254;19.4;250
2256;19.4;248
2258;20.4;251
2260;18.2;250
2262;18.3;252
2264;19.4;255
2266;18.9;253
2268;17.1;257
2270;19.2;257
2272;19.6;258
2274;19.8;259
2276;19.4;257
2278;20.2;260
2280;19.1;257
2282;18.6;259
2284;20;261
2286;19.5;259
2288;19.6;262
2290;20;259
2292;22.7;257
2294;22.1;257
2296;21.5;251
2298;21.1;253
2300;20;250
2302;19.3;250
2304;19.5;253
2306;19.6;254
2308;18.3;254
2310;18.3;255
2312;18.7;255
2314;17.6;258
2316;18.8;257
2318;20.7;260
2320;18.8;258
2322;19.7;259
2324;20.6;260
2326;19.9;258
2328;18.2;261
2330;19.9;260
2332;19.6;261
2334;19.9;264
2336;19.3;262
2338;22.1;263
2340;22.6;259
2342;20.5;259
2344;21.6;259
2346;20.1;255
2348;19.9;259
2350;20.4;256
2352;19.5;256
2354;18.8;259
2356;19.2;257
2358;19.7;260
2360;19.5;258
2362;19.3;259
2364;20.5;258
2366;19.9;257
2368;19.9;260
2370;20.4;258
2372;20.1;257
2374;19;259
2376;19;260
2378;20.6;261
2380;18.6;260
2382;18.9;261
2384;22.4;262
2386;22.3;256
2388;20;257
2390;20.8;255
2392;19.6;255
2394;19.8;256
2396;18.5;255
2398;19.7;258
2400;18.4;257
2402;18.4;259
2404;19.4;261
2406;18.9;258
2408;18.9;261
2410;21.3;260
2412;20.1;259
2414;20;260
2416;20.5;256
2418;21.1;258
2420;20.4;255
2422;19.1;257
2424;20.7;258
2426;19.3;255
2428;19.4;259
2430;20.3;257
2432;22.2;255
2434;21.2;254
2436;20.4;252
2438;20.8;252
2440;18.8;252
2442;19.3;253
2444;20.8;255
2446;19.1;253
2448;17.7;258
2450;19.8;257
2452;18;257
2454;19;260
2456;19.4;259
2458;20.9;260
2460;19.9;258
2462;19.6;258
2464;20.7;259
2466;19.7;257
2468;19.9;259
2470;20.6;256
2472;19.9;256
2474;18.9;258
2476;20.8;255
2478;23.2;256
2480;22.8;250
2482;21.3;249
2484;21.5;249
2486;20.3;245
2488;19;250
2490;19.9;247
2492;19.3;248
2494;18.3;252
2496;18.4;251
2498;19.3;253
2500;17.3;255
2502;18.3;256
2504;21;258
2506;19.4;256
2508;18.8;259
2510;20.5;257
2512;19.4;258
2514;19.2;260
2516;19.1;259
2518;20.1;261
2520;19.1;260
2522;18.9;261
2524;23.3;261
2526;21.9;256
2528;21.1;257
2530;21.9;252
2532;20.6;252
2534;19.1;254
2536;20.6;251
2538;21;254
2540;19.1;252
2542;19;252
2544;19.9;253
2546;18.5;252
2548;19.2;256
2550;19.8;255
2552;20.1;254
2554;18.8;256
2556;18.8;255
2558;19.2;258
2560;17.7;257
2562;18.7;258
2564;19.7;260
2566;18.2;258
2568;19.7;261
2570;22.5;256
2572;21.8;255
2574;21;255
2576;20.3;253
2578;20.6;255
2580;19;253
2582;18.4;255
2584;19;257
2586;17.8;255
2588;19.1;259
2590;20.3;257
2592;19.4;257
2594;18.3;260
2596;20.6;257
2598;22.1;258
2600;19.6;255
2602;19.5;255
2604;21.3;256
2606;18.8;253
2608;18.5;258
2610;19.9;255
2612;19.4;256
2614;17.8;258
2616;21.2;254
2618;22.4;256
2620;20.3;253
2622;19.9;254
2624;22.2;253
2626;19.6;253
2628;18.7;255
2630;19.5;255
2632;18;256
2634;18.7;258
2636;19;258
2638;19.6;261
2640;18.9;260
2642;19.2;260
2644;21.2;261
2646;20.5;257
2648;21.1;259
2650;20.4;256
2652;19.7;256
2654;20.1;258
2656;20.1;256
2658;21.1;258
2660;19.3;256
2662;21.3;254
2664;23;253
2666;21.3;248
2668;20.8;252
2670;20.6;248
2672;20.2;250
2674;18.1;251
2676;19;251
2678;19.8;254
2680;17.6;253
2682;17.9;256
2684;19.3;256
2686;19;256
2688;19.3;259
2690;20.9;256
2692;19.5;257
2694;20.3;258
2696;19.4;257
2698;19.9;260
2700;18.2;259
2702;18.7;261
2704;21.2;262
2706;19.7;259
2708;22.3;259
2710;22.8;255
2712;21.3;253
2714;19.6;254
2716;20.4;251
2718;21.1;252
2720;20.2;250
2722;19;253
2724;19.6;253
2726;18.9;252
2728;16.9;256
2730;18.9;257
2732;19.3;256
2734;20.1;259
2736;19.2;258
2738;20.1;260
2740;18.3;259
2742;19.4;260
2744;19.6;262
2746;19.3;260
2748;18.5;264
2750;20.3;263
2752;20.7;263
2754;22.6;261
2756;21.1;259
2758;21.1;259
2760;19.7;258
2762;19;259
2764;19.6;259
2766;19.6;258
2768;19.1;261
2770;20.2;258
2772;19.2;261
2774;18.9;261
2776;19.5;261
2778;21.5;263
2780;20.5;259
2782;19.7;260
2784;21.3;260
2786;20.5;257
2788;20;260
2790;19.7;259
2792;19.5;259
2794;19.1;261
2796;18.7;260
2798;20.9;263
2800;21.5;258
2802;21.8;257
2804;22;256
2806;20;254
2808;18.6;256
2810;20.2;256
2812;18.9;256
2814;18.4;258
2816;18.4;258
2818;19.5;261
2820;18.3;260
2822;18.5;262
2824;20.5;263
2826;20;262
2828;19.9;264
2830;21.8;261
2832;20.4;261
2834;19.1;261
2836;20.1;260
2838;20.6;262
2840;19.9;260
2842;19.2;259
2844;20.5;262
2846;23;256
2848;21.3;256
2850;21.4;253
2852;20.9;251
2854;19.8;253
2856;19.7;251
2858;20.5;252
2860;18.8;252
2862;19.2;254
2864;19.5;255
2866;18.9;254
2868;18.2;258
2870;19.6;257
2872;20.7;257
2874;20.3;258
2876;19.3;257
2878;20.8;259
2880;19.2;257
2882;18.4;259
2884;20.2;260
2886;19.8;258
2888;19.8;260
2890;20.6;258
2892;22.6;255
2894;22.1;254
2896;22;250
2898;21.4;251
2900;20.3;248
2902;19.5;249
2904;20.4;251
2906;19.3;252
2908;18.5;252
2910;19.2;253
2912;19.1;253
2914;17.7;257
2916;18.1;255
2918;19.7;259
2920;18.7;258
2922;19.6;258
2924;21.1;259
2926;20.1;256
2928;18.6;260
2930;20.1;260
2932;19.7;259
2934;19;261
2936;18.9;260
2938;22.9;262
2940;22.5;256
2942;19.9;256
2944;20.2;256
2946;20.2;253
2948;19.5;256
2950;19.7;254
2952;19.2;255
2954;18;257
2956;19.1;256
2958;19.6;258
2960;19.2;257
2962;18.9;258
2964;20.6;258
2966;20.4;256
2968;20;258
2970;20.1;256
2972;19.8;256
2974;19.1;258
2976;18.9;257
2978;19.8;260
2980;17.7;259
2982;18.8;261
2984;22;262
2986;22.5;257
2988;20.1;258
2990;20.8;256
2992;19.7;255
2994;19.7;257
2996;19;256
2998;19.7;257
3000;18.5;257
3002;18.6;258
3004;20.1;260
3006;18.9;258
3008;19.7;260
3010;21.2;258
3012;21.1;256
3014;20.1;258
3016;20.2;255
3018;21.1;257
3020;19.6;253
3022;19.1;254
3024;20;256
3026;19;253
3028;19;257
3030;21.2;254
3032;22.7;251
3034;20.8;251
3036;20.5;249
3038;20.9;250
3040;18.9;249
3042;19;251
3044;20.7;253
3046;18.7;252
3048;18.1;256
3050;19.4;255
3052;17.8;256
3054;19.2;258
3056;19.5;257
3058;20.7;258
3060;19.7;257
3062;19.7;257
3064;20.1;258
3066;19.3;255
3068;19.3;257
3070;20.4;255
3072;19.7;255
3074;19;256
3076;20.9;254
3078;21.5;253
3080;22;248
3082;21.6;248
3084;21.9;246
3086;20.5;244
3088;20.2;247
3090;20;245
3092;19.4;247
3094;17.5;250
3096;18.3;248
3098;19.3;253
3100;17;252
3102;18.7;255
3104;20.9;255
3106;19.3;254
3108;19.1;256
3110;20.6;254
3112;18.5;255
3114;19.3;257
3116;18.7;256
3118;19.6;258
3120;19.4;257
3122;19;258
3124;23;256
3126;21.7;252
3128;20.3;253
3130;22;250
3132;20.6;250
3134;19.5;251
3136;20.7;249
3138;21.2;250
3140;19.2;248
3142;18.8;250
3144;20.1;251
3146;18.7;251
3148;20.5;254
3150;20.4;252
3152;19.6;252
3154;18.9;255
3156;19.5;252
3158;19.2;256
3160;16.6;256
3162;18.9;257
3164;20.5;258
3166;18.6;257
3168;19;260
3170;21.9;257
3172;21.4;256
3174;20.9;255
3176;20.2;253
3178;20.7;255
3180;19;253
3182;18.9;255
3184;19.8;256
3186;18;255
3188;18.7;258
3190;20.1;256
3192;18.9;258
3194;18;260
3196;20.6;257
3198;21.9;258
3200;19.8;255
3202;19;255
3204;20.6;256
3206;19;254
3208;19.7;257
3210;20;255
3212;19.2;255
3214;18.8;257
3216;19.7;257
3218;22.5;257
3220;19.5;254
3222;20.5;253
3224;22.3;254
3226;19.5;252
3228;19;254
3230;19.5;253
3232;18.4;255
3234;19.2;258
3236;19.3;257
3238;19.2;259
3240;19;259
3242;20.2;259
3244;20.3;259
3246;20;257
3248;20;259
3250;20.3;256
3252;20.2;256
3254;19;258
3256;19.9;256
3258;20.2;258
3260;20.4;254
3262;22.2;252
3264;22.7;252
3266;21.1;248
3268;20.8;250
3270;20.6;248
3272;20.1;249
3274;19.4;250
3276;18.8;250
3278;19.4;254
3280;17.8;254
3282;18.2;256
3284;19.9;258
