Temps [s];Marche [s/j];Amplitude [°]
532;2.8;270
534;3.5;272
536;3.1;272
538;3.6;271
540;3.3;272
542;3.7;270
544;5;269
546;3.4;269
548;3.8;267
550;4.4;266
552;3.3;264
554;3.2;265
556;3.1;264
558;3.4;261
560;2.9;262
562;1.7;261
564;2.9;261
566;1.4;262
568;1.3;261
570;2.1;263
572;1.2;263
574;1.7;265
576;1.7;267
578;2;266
580;2.2;269
582;2.8;268
584;4.7;268
586;2.3;269
588;3.4;267
590;3.6;268
592;3.4;265
594;3.2;266
596;3;266
598;3.1;264
600;3.5;264
602;3.4;262
604;4.1;260
606;2.1;259
608;2.2;258
610;2.7;258
612;1.5;256
614;1.4;258
616;0.9;259
618;0.7;258
620;0.3;261
622;0.8;261
624;1.9;262
626;0.9;264
628;1.3;264
630;2.8;265
632;1.9;265
634;3.1;266
636;2.3;266
638;2.6;265
640;3;266
642;2.7;265
644;4.2;264
646;2.1;265
648;2.6;263
650;3.8;263
652;3;260
654;2.6;261
656;2.2;261
658;1.5;259
660;1.8;261
662;1.9;260
664;2.6;259
666;1.2;260
668;1.4;259
670;2.1;260
672;0.7;259
674;1.2;260
676;1.7;261
678;1.5;259
680;1.6;261
682;1.4;261
684;2.5;261
686;1.2;262
688;1.3;261
690;2.7;263
692;1.7;261
694;2.8;262
696;2.2;263
698;2.2;262
700;2.3;263
702;2.5;262
704;3.1;262
706;0.5;263
708;1.7;263
710;1.9;266
712;1.2;265
714;2.8;267
716;2.3;267
718;2.3;267
720;3.3;268
722;3.2;266
724;3.9;265
726;2.8;266
728;3.2;265
730;3.2;265
732;1.9;264
734;2.7;265
736;2;266
738;2.2;265
740;2.8;267
742;2.6;266
744;3.9;265
746;2.3;265
748;1.9;265
750;3.2;266
752;2.1;265
754;2.6;266
756;2.1;267
758;2.2;266
760;2.5;268
762;2.2;268
764;4;269
766;2.7;269
768;3.1;268
770;4.1;268
772;3.3;265
774;3.3;266
776;2.8;266
778;3.1;264
780;2.7;265
782;2.6;264
784;3.9;263
786;2.3;263
788;2.8;262
790;3;261
792;2.3;259
794;2.3;260
796;1.4;261
798;2.3;259
800;1.2;260
802;0.6;260
804;2.4;261
806;0.7;262
808;0.8;263
810;1.9;265
812;1.3;264
814;2.6;266
816;2.6;266
818;3.5;264
820;2.1;266
822;3.4;265
824;3.4;265
826;3.3;264
828;1.7;264
830;2.3;266
832;1.8;265
834;3.8;265
836;3.9;264
838;3.8;260
840;2.2;262
842;2.2;260
844;4.3;259
846;1.4;259
848;1.4;258
850;2.2;259
852;1.1;258
854;1.4;260
856;1;261
858;2.1;259
860;2;260
862;3;258
864;3.1;257
866;1.8;257
868;0.3;257
870;1.6;259
872;0.5;259
874;1.1;261
876;0.9;263
878;1.8;262
880;1.5;265
882;2.2;264
884;4.9;264
886;1.7;263
888;2;263
890;3.2;264
892;2.5;261
894;2.3;262
896;1.6;263
898;2.5;262
900;1.6;264
902;1.7;264
904;4;264
906;1.9;264
908;2.7;263
910;3.2;263
912;1.8;261
914;2.2;263
916;1.7;264
918;2.6;262
920;2;264
922;1.8;264
924;4.3;263
926;2.1;263
928;2.1;263
930;2.6;264
932;2.6;262
934;2.8;264
936;1.7;265
938;4.2;262
940;0.9;265
942;0.9;265
944;3.8;267
946;1.1;267
948;1.7;268
950;3.2;270
952;3.5;267
954;3.6;268
956;3;268
958;4.6;266
960;2.8;267
962;2.8;266
964;4.9;265
966;2.1;265
968;2.7;264
970;4.2;264
972;2.6;261
974;2.7;263
976;1.9;263
978;3.6;260
980;2.4;262
982;1.7;261
984;3.2;261
986;1.2;262
988;0.9;262
990;1.9;264
992;1.7;263
994;2.1;266
996;1.2;267
998;4.3;265
1000;2.2;267
1002;1.9;267
1004;4.4;267
1006;2.4;267
1008;2.7;266
1010;3.2;268
1012;3.4;266
1014;3.2;266
1016;2.8;266
1018;3.8;263
1020;3;265
1022;2.9;263
1024;5.2;261
1026;2;261
1028;2.1;260
1030;2.8;260
1032;1;258
1034;1.3;260
1036;0.8;262
1038;2.5;260
1040;1.2;263
1042;0.9;263
1044;3.5;263
1046;1.9;264
1048;2;263
1050;2.5;265
1052;2.3;264
1054;3.2;265
1056;2.7;265
1058;4;262
1060;2;264
1062;1.7;264
1064;4.3;264
1066;1.3;264
1068;2;264
1070;2.4;266
1072;2.6;263
1074;4;264
1076;2.8;264
1078;3.1;262
1080;1.9;263
1082;2.4;262
1084;4.5;261
1086;1.1;262
1088;2.2;261
1090;3.5;261
1092;2.5;259
1094;1.8;260
1096;1.9;260
1098;2.4;258
1100;1.8;260
1102;1.1;259
1104;2.7;260
1106;1;261
1108;1.5;261
1110;1.8;263
1112;1.5;261
1114;2.6;263
1116;1.9;264
1118;2.9;262
1120;1.8;265
1122;1.6;264
1124;3.9;265
1126;1.6;266
1128;1.5;266
1130;2.8;268
1132;2.5;266
1134;3.3;268
1136;3;268
1138;3.1;266
1140;3.5;267
1142;3.2;266
1144;4.6;265
1146;2.3;265
1148;2.5;264
1150;3.9;264
1152;2.4;262
1154;3.1;263
1156;2.5;263
1158;2.1;261
1160;2;263
1162;1.5;262
1164;2.9;263
1166;1.3;264
1168;1.9;264
1170;2.5;265
1172;1.4;264
1174;2.3;267
1176;2;269
1178;2.5;268
1180;2.7;271
1182;2.9;271
1184;4.9;271
1186;2.9;271
1188;3.4;270
1190;4.2;271
1192;3.5;269
1194;3.8;269
1196;3.9;269
1198;3.1;267
1200;3.7;268
1202;3.9;266
1204;4.9;264
1206;2.7;264
1208;3;262
1210;3.1;262
1212;2.1;260
1214;2;262
1216;1.6;262
1218;1.2;261
1220;2.2;264
1222;1.2;264
1224;2.1;265
1226;0.7;267
1228;2.4;267
1230;3.7;268
1232;2.7;267
1234;4;268
1236;3.6;268
1238;3.1;266
1240;3.4;267
1242;2.9;266
1244;4;266
1246;2.4;266
1248;2.9;264
1250;4.2;265
1252;2.9;262
1254;3.1;262
1256;2.4;262
1258;1.8;261
1260;2;262
1262;2.1;262
1264;3;262
1266;1.2;263
1268;2.1;263
1270;2.3;264
1272;1.5;264
1274;2.7;265
1276;2.8;265
1278;3.2;263
1280;2.7;264
1282;2.8;262
1284;3.8;261
1286;2.4;261
1288;2.2;260
1290;3.1;261
1292;1.8;259
1294;2.3;260
1296;1.6;261
1298;1.6;260
1300;2.1;262
1302;1.7;261
1304;3.1;262
1306;0.9;263
1308;2;263
1310;2.3;265
1312;1.3;264
1314;2.6;266
1316;2.2;267
1318;2.1;266
1320;3.1;267
1322;2.9;266
1324;3.9;265
1326;2.5;266
1328;3.5;264
1330;3.6;264
1332;2;263
1334;2.7;264
1336;2.3;265
1338;3.3;263
1340;2.8;264
1342;2.2;263
1344;3.7;263
1346;1.9;264
1348;1.2;264
1350;3.1;265
1352;2.2;264
1354;3.1;265
1356;1.9;266
1358;1.9;266
1360;2.5;268
1362;1.9;269
1364;4.2;269
1366;2.9;270
1368;2.7;269
1370;4.2;270
1372;4;268
1374;4;268
1376;3.8;268
1378;2.8;266
1380;3.5;267
1382;3.1;266
1384;4.5;264
1386;2.5;265
1388;3.3;263
1390;4.2;263
1392;2.7;261
1394;2.6;261
1396;1.8;262
1398;2.7;260
1400;2.6;262
1402;0.9;261
1404;2.8;262
1406;0.8;263
1408;1.6;264
1410;2.2;266
1412;1.5;266
1414;3.1;268
1416;3.5;268
1418;4.3;265
1420;2.5;267
1422;3.6;266
1424;4;266
1426;3.5;264
1428;2.4;264
1430;2.5;266
1432;2.1;265
1434;3.8;265
1436;4;264
1438;3.7;261
1440;2.7;262
1442;2.4;261
1444;4.6;259
1446;1.1;260
1448;1.9;259
1450;2.9;259
1452;0.6;259
1454;1.6;261
1456;1.1;262
1458;2.5;260
1460;1.9;262
1462;3.4;261
1464;2.9;260
1466;2;260
1468;0.9;260
1470;2.5;262
1472;1.2;261
1474;2.1;263
1476;2;264
1478;2.9;263
1480;2.1;265
1482;2.6;264
1484;4.9;263
1486;2;263
1488;2.5;262
1490;3.3;263
1492;2.8;260
1494;2.7;261
1496;1.7;262
1498;2.4;261
1500;2;263
1502;1.6;263
1504;4.2;263
1506;1.7;263
1508;2.6;262
1510;3.9;261
1512;2.4;259
1514;2;261
1516;1.4;262
1518;2.9;260
1520;2;262
1522;1.5;261
1524;4.4;260
1526;1.7;260
1528;1.5;260
1530;2.3;261
1532;1.9;260
1534;2.3;261
1536;1.4;263
1538;4.1;260
1540;0.3;263
1542;0.9;264
1544;3.9;265
1546;1;266
1548;1.8;267
1550;3.1;269
1552;3.9;265
1554;3.6;266
1556;2.8;267
1558;4.4;264
1560;2.9;265
1562;2.7;264
1564;5.1;263
1566;1.9;263
1568;3.4;262
1570;4.1;262
1572;2.4;259
1574;2.1;260
1576;1.2;261
1578;3;259
1580;1.9;261
1582;1.5;260
1584;3.8;261
1586;1.4;261
1588;1;262
1590;2;264
1592;2.1;263
1594;2.5;265
1596;1.3;267
1598;4.1;265
1600;2.3;267
1602;2;268
1604;5.1;268
1606;2.7;268
1608;2.9;267
1610;3.8;268
1612;3.4;265
1614;3.6;266
1616;3.1;266
1618;3.7;264
1620;3.1;265
1622;2.7;264
1624;5.2;262
1626;1.6;262
1628;2.6;262
1630;3.1;263
1632;1.9;261
1634;2.4;263
1636;1.7;264
1638;3.2;262
1640;2;264
1642;1.8;264
1644;4.4;264
1646;2.1;264
1648;2;264
1650;3;265
1652;2.7;263
1654;3.1;265
1656;2.2;266
1658;4.4;264
1660;2.5;265
1662;2.5;264
1664;4.7;264
1666;1.9;264
1668;2.6;263
1670;3.1;265
1672;2.9;262
1674;3.8;263
1676;2.8;263
1678;3.3;261
1680;2.3;262
1682;1.8;261
1684;4.2;261
1686;1.2;262
1688;2.1;262
1690;3.3;262
1692;2.1;260
1694;2;262
1696;1.8;263
1698;2.5;261
1700;2.5;263
1702;1.8;263
1704;3.6;263
1706;1.7;264
1708;2;264
1710;3;265
1712;2.5;263
1714;3.4;264
1716;2.6;265
1718;3.4;263
1720;1.9;266
1722;1.7;266
1724;4.9;266
1726;2;266
1728;2.2;266
1730;3.2;268
1732;2.6;266
1734;3.1;268
1736;3;268
1738;3.3;267
1740;3.5;268
1742;3.4;267
1744;5.2;265
1746;2.6;265
1748;3.2;264
1750;4.6;263
1752;2.7;261
1754;3.4;261
1756;2.5;261
1758;2.9;259
1760;2.4;260
1762;1;260
1764;3;260
1766;1.4;261
1768;1.4;261
1770;2.3;263
1772;1.3;263
1774;2.4;265
1776;1.8;267
1778;2.5;267
1780;3.1;269
1782;2.9;269
1784;4.9;268
1786;2.6;269
1788;3.6;268
1790;4.4;269
1792;3.6;266
1794;4;266
1796;3.6;266
1798;3.2;263
1800;4;264
1802;3.8;262
1804;4.3;260
1806;2.1;260
1808;2.5;260
1810;2.7;260
1812;1.5;259
1814;1.6;261
1816;1.6;262
1818;1.8;261
1820;1.9;264
1822;1.4;265
1824;2.8;266
1826;1.8;267
1828;2.1;268
1830;4.2;269
1832;3.2;267
1834;4.1;267
1836;3.5;267
1838;3.4;266
1840;3.8;267
1842;2.9;266
1844;4.6;265
1846;2.7;265
1848;3.7;263
1850;4.4;263
1852;3;260
1854;3.1;261
1856;2.7;261
1858;2.4;259
1860;2.3;261
1862;2.1;260
1864;3.1;260
1866;1.4;261
1868;2;261
1870;2.1;263
1872;1.7;262
1874;2.7;264
1876;2.7;264
1878;3;262
1880;2.8;263
1882;3.1;261
1884;4;260
1886;1.9;260
1888;1.6;259
1890;2.6;260
1892;1.4;259
1894;2.4;260
1896;2.1;260
1898;1.6;259
1900;2.1;261
1902;1.7;261
1904;3.3;261
1906;0.4;262
1908;2.4;262
1910;2.8;263
1912;1.9;261
1914;3;262
1916;2.3;261
1918;2;260
1920;2.6;260
1922;2;259
1924;3.6;257
1926;0.9;258
1928;1.5;258
1930;2.3;258
1932;1.1;257
1934;2.3;258
1936;1.6;259
1938;2;257
1940;1.8;259
1942;1.5;258
1944;2.9;258
1946;1.1;259
1948;0.6;259
1950;2.4;261
1952;1.7;260
1954;2.6;261
1956;1.6;263
1958;1.6;263
1960;2;265
1962;1.5;266
1964;3.5;267
1966;2.3;268
1968;2.9;267
1970;3.9;268
1972;3.5;265
1974;3.7;266
1976;3.3;266
1978;3.2;264
1980;3.3;265
1982;2.9;264
1984;4.7;263
1986;2.4;263
1988;2.9;262
1990;3.6;262
1992;2.5;261
1994;2.6;261
1996;2;261
1998;2;259
2000;2.3;262
2002;1.1;261
2004;2.9;262
2006;1.3;264
2008;1.2;264
2010;2.2;267
2012;1.8;267
2014;3.5;269
2016;3.7;268
2018;4.3;266
2020;2.4;268
2022;4.2;266
2024;4.5;266
2026;4.1;265
2028;2.7;264
2030;2.7;266
2032;2.3;265
2034;4.4;266
2036;3.9;265
2038;3.9;262
2040;3.4;263
2042;2.5;262
2044;4.9;260
2046;1.5;260
2048;2.5;260
2050;3.2;260
2052;1;259
2054;1.7;261
2056;1.5;262
2058;2.5;260
2060;2.5;262
2062;3.4;259
2064;2.9;258
2066;1.8;259
2068;0.7;259
2070;2.7;261
2072;1.3;261
2074;2.6;263
2076;2.1;263
2078;2.9;262
2080;1.9;264
2082;2.7;263
2084;5.1;262
2086;2.1;262
2088;2.4;261
2090;3.5;262
2092;2.9;259
2094;2.4;260
2096;1.5;261
2098;2.4;259
2100;1.6;262
2102;1.4;262
2104;4;261
2106;1.4;262
2108;2.7;261
2110;3.5;261
2112;2.3;259
2114;2.4;260
2116;1.9;261
2118;3.5;258
2120;2.5;260
2122;1.4;259
2124;3.9;258
2126;1.8;259
2128;1.4;258
2130;2.2;259
2132;2;257
2134;2.1;259
2136;1.2;261
2138;4.2;259
2140;0.3;261
2142;0.6;262
2144;3.6;263
2146;0.8;264
2148;1.5;265
2150;3;268
2152;4;264
2154;3.5;265
2156;3;265
2158;4.6;262
2160;3.1;264
2162;2.7;262
2164;5.2;261
2166;1.9;261
2168;2.9;260
2170;4;260
2172;1.8;258
2174;2.2;259
2176;1.6;260
2178;3.3;258
2180;1.3;260
2182;1.1;260
2184;3.8;260
2186;1.2;261
2188;0.9;262
2190;1.9;264
2192;2.1;263
2194;2.6;266
2196;1.5;268
2198;4.8;266
2200;2.4;268
2202;2.2;268
2204;5.5;268
2206;2.8;268
2208;3.4;267
2210;3.9;268
2212;3.7;266
2214;3.9;266
2216;3.4;266
2218;4;264
2220;3.7;264
2222;2.7;263
2224;5.2;262
2226;2;262
2228;2.2;261
2230;3.2;262
2232;2.1;261
2234;2.4;262
2236;2.1;263
2238;3;261
2240;2.1;264
2242;1.9;264
2244;4.4;264
2246;1.9;264
2248;2.6;264
2250;3.2;265
2252;3.2;263
2254;3.8;264
2256;3;264
2258;4.1;262
2260;2.6;264
2262;2.5;263
2264;4.9;262
2266;1.5;262
2268;2.7;261
2270;2.5;262
2272;2.8;259
2274;3.2;260
2276;2.3;260
2278;3;257
2280;1.7;259
2282;1;259
2284;3.5;258
2286;0.6;259
2288;2.1;259
2290;3.6;259
2292;2;258
2294;2.1;259
2296;2;259
2298;2.9;257
2300;2.2;259
2302;1.4;258
2304;3.7;258
2306;1.2;258
2308;1.6;258
2310;2.4;259
2312;1.6;258
2314;2.4;259
2316;2;259
2318;2.9;258
2320;2;260
2322;1.6;259
2324;3.9;259
2326;1.2;259
2328;1.3;259
2330;2.6;261
2332;1.6;259
2334;2.4;261
2336;2.5;261
2338;2.4;259
2340;2.5;260
2342;2.3;259
2344;4.2;258
2346;1.5;258
2348;2.7;258
2350;3.5;257
2352;1.8;256
2354;2.2;257
2356;1.5;258
2358;2.3;256
2360;1.9;258
2362;0.8;258
2364;2.6;258
2366;0.9;260
2368;1;260
2370;2.1;262
2372;1.1;261
2374;2;264
2376;1.8;265
2378;2;265
2380;2.8;268
2382;3;268
2384;4.6;268
2386;2.4;269
2388;3.6;268
2390;4;269
2392;3.5;267
2394;4;268
2396;3.7;267
2398;2.8;266
2400;4.1;267
2402;3.9;265
2404;5;264
2406;2.7;264
2408;3.1;263
2410;3.5;263
2412;2.2;262
2414;2.3;263
2416;2.2;264
2418;1.6;263
2420;2.2;266
2422;1.7;266
2424;3.1;267
2426;1.8;269
2428;2.6;269
2430;4.3;271
2432;3.4;269
2434;5;269
2436;3.9;269
2438;3.2;268
2440;4.3;269
2442;3.3;268
2444;4.9;267
2446;3.2;268
2448;3.7;266
2450;4.9;266
2452;3.5;263
2454;3.7;264
2456;3;264
2458;1.9;262
2460;3.2;264
2462;2.3;264
2464;3.5;264
2466;1.7;265
2468;2.4;265
2470;3.3;265
2472;2.1;265
2474;3.4;266
2476;3.1;267
2478;3.1;265
2480;3.8;266
2482;3.4;264
2484;4;264
2486;2.7;264
2488;2.6;264
2490;3.7;264
2492;2.3;263
2494;3.4;264
2496;2.9;264
2498;2.5;263
2500;3.1;265
2502;2.7;264
2504;4.4;264
2506;1.9;265
2508;2.9;264
2510;3;266
2512;2.2;264
2514;3.2;266
2516;2.7;267
2518;2.7;266
2520;3.6;267
2522;3.2;265
2524;4.5;265
2526;2.8;265
2528;4;263
2530;4;263
2532;2.6;261
2534;3.2;262
2536;2.7;262
2538;2.5;260
2540;3;262
2542;2.1;261
2544;4.1;260
2546;2;260
2548;1.8;260
2550;2.8;261
2552;2;259
2554;2.4;261
2556;2;262
2558;2.2;261
2560;2.2;264
2562;1.7;264
2564;3.1;265
2566;2;267
2568;2.6;266
2570;4.6;267
2572;3.6;264
2574;3.8;265
2576;3.5;265
2578;2.8;262
2580;3.3;263
2582;2.9;262
2584;4.2;261
2586;1.9;262
2588;2.7;261
2590;3.8;261
2592;2;259
2594;2.7;260
2596;1.6;261
2598;2.4;260
2600;2.3;262
2602;1.1;262
2604;3.2;263
2606;0.9;265
2608;1.6;266
2610;2.8;268
2612;1.9;268
2614;3.5;270
2616;3.8;270
2618;4.5;268
2620;2.8;270
2622;4.1;269
2624;4.7;269
2626;4.2;268
2628;2.9;267
2630;2.8;269
2632;2.8;269
2634;4.6;269
2636;4.3;268
2638;4.6;265
2640;3.8;267
2642;2.8;265
2644;5.6;264
2646;1.9;265
2648;2.9;264
2650;3.8;265
2652;2.3;264
2654;2.7;265
2656;2;267
2658;3.1;265
2660;3.5;267
2662;4.1;265
2664;4;264
2666;3;264
2668;1.4;264
2670;3;266
2672;1.7;266
2674;3;268
2676;2.8;269
2678;3.8;268
2680;2.8;270
2682;3.5;269
2684;5.9;268
2686;3.1;268
2688;3.2;266
2690;4.4;267
2692;3.4;264
2694;3.6;265
2696;2.4;266
2698;3.2;264
2700;2.7;266
2702;2.3;266
2704;4.8;265
2706;2.4;265
2708;3.6;264
2710;4.5;264
2712;3.3;262
2714;3.2;262
2716;2.3;263
2718;3.1;261
2720;2.8;262
2722;2.1;261
2724;4.3;261
2726;2.5;261
2728;2.2;260
2730;2.6;262
2732;2.6;260
2734;3;261
2736;1.6;262
2738;4.6;260
2740;1.1;262
2742;1.2;262
2744;4;263
2746;1.3;264
2748;1.7;264
2750;3.4;266
2752;3.8;263
2754;4.2;263
2756;3.1;263
2758;4.4;260
2760;2.4;262
2762;2;261
2764;4.4;261
2766;1.4;261
2768;2.2;261
2770;3.7;261
2772;2;259
2774;2.3;260
2776;1.8;261
2778;3.5;258
2780;2;260
2782;1.7;260
2784;3.9;259
2786;1.1;260
2788;1.4;260
2790;2.2;263
2792;2.1;261
2794;2.5;264
2796;1.4;266
2798;4;264
2800;2.1;266
2802;2.3;266
2804;4.9;266
2806;2.4;266
2808;2.4;266
2810;3.7;267
2812;3.4;265
2814;3.3;266
2816;2.8;267
2818;3.9;264
2820;3;266
2822;2.7;265
2824;5.5;264
2826;2.3;264
2828;2.9;263
2830;3.4;264
2832;2.3;262
2834;2.1;264
2836;1.7;266
2838;3.4;264
2840;2.6;267
2842;2.1;267
2844;4.5;267
2846;2.2;268
2848;2.5;268
2850;3.5;270
2852;3.3;268
2854;4.2;270
2856;3.6;270
2858;5.3;267
2860;3.2;269
2862;3.3;267
2864;5.1;267
2866;2.6;267
2868;2.8;267
2870;3.7;268
2872;3.5;265
2874;3.8;266
2876;3.4;266
2878;3.6;264
2880;3.1;266
2882;2.4;265
2884;4.8;265
2886;1.4;266
2888;3;266
2890;4.1;266
2892;2.6;265
2894;3.2;266
2896;2.6;267
2898;3.5;265
2900;3.6;266
2902;2.6;265
2904;4.7;264
2906;2.4;265
2908;2.6;264
2910;3.3;265
2912;2.5;263
2914;3.6;264
2916;2.7;265
2918;3.7;263
2920;2.5;265
2922;2.3;264
2924;4.5;264
2926;1.9;265
2928;2.4;265
2930;3.5;267
2932;2.5;265
2934;3.2;266
2936;3.1;266
2938;2.8;264
2940;3.3;266
2942;3.2;264
2944;5.1;263
2946;2.8;263
2948;3.3;262
2950;4.3;261
2952;2.1;259
2954;3.2;259
2956;2.3;259
2958;2.6;257
2960;2.5;258
2962;1.5;257
2964;2.9;257
2966;1.2;258
2968;1.8;257
2970;1.9;259
2972;0.8;259
2974;1.8;261
2976;1.3;263
2978;1.7;263
2980;2.2;266
2982;2.2;266
2984;4.4;266
2986;2.3;267
2988;3.1;266
2990;3.8;267
2992;3.1;265
2994;3.5;266
2996;3.2;265
2998;2.6;264
3000;3.6;265
3002;3.3;264
3004;4.6;262
3006;2.3;262
3008;2.8;262
3010;3;262
3012;1.6;261
3014;2.3;263
3016;2;264
3018;1.7;263
3020;1.3;266
3022;1.8;266
3024;3.1;267
3026;1.8;269
3028;2.6;269
3030;4.2;271
3032;3.4;269
3034;4.3;270
3036;3.7;270
3038;3;268
3040;4.1;270
3042;3.3;269
3044;4.9;269
3046;2.7;270
3048;3.7;269
3050;5;269
3052;4.2;266
3054;3.9;266
3056;3.4;266
3058;2.3;265
3060;3.1;266
3062;2.9;266
3064;3.7;266
3066;2.2;267
3068;2.8;267
3070;3.4;268
3072;2.2;267
3074;3.7;269
3076;4;269
3078;3.8;266
3080;3.4;267
3082;3.7;266
3084;4.2;266
3086;2.9;266
3088;2.5;266
3090;3.8;266
3092;2.7;265
3094;3.9;266
3096;3.4;265
3098;3;264
3100;3.4;266
3102;2.9;264
3104;4.4;264
3106;1.8;265
3108;2.9;264
3110;3.1;265
3112;2.1;264
3114;3.3;265
3116;2.5;265
3118;2.1;264
3120;3.3;266
3122;3.6;264
3124;4.3;263
3126;2.7;263
3128;3.5;262
3130;3.8;261
3132;1.9;260
3134;2.7;261
3136;2.3;261
3138;2.1;259
3140;2.3;261
3142;2.2;260
3144;4;259
3146;2.1;259
3148;1.5;259
3150;2.7;260
3152;1.8;258
3154;2.1;259
3156;1.5;260
3158;1;259
3160;1.6;262
3162;1.2;262
3164;3;263
3166;1.6;264
3168;2.7;263
3170;3.9;263
3172;2.8;260
3174;3.1;261
3176;2.2;261
3178;1.6;260
3180;2.9;261
3182;2.1;260
3184;3.7;259
3186;1;260
3188;2.1;260
3190;3.6;260
3192;2.2;258
3194;2;259
3196;1.4;260
3198;1.1;259
3200;2.1;261
3202;1;261
3204;2.9;261
3206;0.7;263
3208;1;264
3210;2.3;267
3212;1.5;266
3214;3.1;269
3216;3.7;269
3218;4;266
3220;1.5;269
3222;4.1;268
3224;3.8;268
3226;3.9;268
3228;2.5;267
3230;2.6;270
3232;2.4;269
3234;4.6;270
3236;4.8;268
3238;4.5;265
3240;3.6;267
3242;3;265
3244;5.3;263
3246;1.7;264
3248;2.7;263
3250;3.6;264
3252;1.7;263
3254;2.1;265
3256;1.7;266
3258;2.9;265
3260;3.1;267
3262;4.1;265
3264;3.5;264
3266;2.9;264
3268;1.6;264
3270;2.9;266
3272;1.7;266
3274;2.7;268
3276;2.5;269
3278;3.1;269
3280;2.6;271
3282;3.9;270
3284;6;269
3286;3;268
