Temps [s];Marche [s/j];Amplitude [°]
3288;3.7;267
3290;4.3;267
3292;3.3;264
3294;3.4;265
3296;2.4;266
3298;2.8;264
3300;2.5;267
3302;2.4;266
3304;4.8;266
3306;2.4;266
3308;3.6;265
3310;4.3;264
3312;2.9;262
3314;3.1;263
3316;2.3;264
3318;3.2;262
3320;2.8;264
3322;2.1;263
3324;4.5;263
3326;2.5;262
3328;3.1;261
3330;3.1;262
3332;2.7;260
3334;2.9;261
3336;2;262
3338;4.3;260
3340;0.8;262
3342;1.9;262
3344;3.8;263
3346;0.8;264
3348;1.6;264
3350;2.9;266
3352;3.7;262
3354;3.7;263
3356;2.6;263
3358;4.1;261
3360;2.6;262
3362;2.1;261
3364;4.7;260
3366;1.5;261
3368;2.3;260
3370;3.6;260
3372;2.3;257
3374;2.6;258
3376;1.7;259
3378;3.4;256
3380;1.7;258
3382;1.4;257
3384;3.4;257
3386;1;258
3388;0.9;258
3390;1.5;260
3392;1.4;259
3394;1.9;261
3396;1.2;263
3398;3.5;262
3400;1.1;264
3402;2.1;265
3404;4.4;265
3406;2;265
3408;2.2;265
3410;3.3;266
3412;3;264
3414;3.1;265
3416;2.5;266
3418;2.9;264
3420;3.4;265
3422;2.8;264
3424;5.4;262
3426;1.9;262
3428;2.5;262
3430;3.3;262
3432;2;262
3434;1.6;262
3436;1.6;264
3438;3.1;262
3440;1.9;265
3442;2;264
3444;4.2;264
3446;2.3;265
3448;2.6;265
3450;2.7;267
3452;2.5;265
3454;3.2;267
3456;2.8;267
3458;4.3;265
3460;2.6;267
3462;2.5;266
3464;4.8;266
3466;2;266
3468;2.5;266
3470;3.1;267
3472;3;265
3474;4.2;266
3476;3;266
3478;3.1;264
3480;2.7;266
3482;2;266
3484;4.6;266
3486;1.4;267
3488;3.2;267
3490;4.4;267
3492;2.9;265
3494;2.9;266
3496;2.7;267
3498;3.1;265
3500;3.3;267
3502;2.4;266
3504;3.8;266
3506;1.9;267
3508;2.5;267
3510;3.4;269
3512;3.2;267
3514;4.2;268
3516;3.2;268
3518;4;266
3520;2.8;269
3522;2.9;268
3524;4.9;268
3526;2.5;268
3528;3.4;268
3530;3.6;269
3532;3.2;267
3534;3.7;269
3536;3.6;269
3538;3.6;266
3540;3.8;267
3542;3.2;266
3544;5;265
3546;2.3;265
3548;3.1;264
3550;4.1;264
3552;2.5;262
3554;4.8;263
3556;2.5;263
3558;3.4;261
3560;2.7;262
3562;2.1;261
3564;3.2;261
3566;1.5;262
3568;1.8;261
3570;2.8;263
3572;1.4;262
3574;2.2;264
3576;2.1;265
3578;2.2;265
3580;2.7;268
3582;2.8;268
3584;4.7;268
3586;2.2;268
3588;3.3;267
3590;3.8;268
3592;3.3;266
3594;3.4;267
3596;3.2;267
3598;2.5;266
3600;3.5;267
3602;3.2;266
3604;5.1;264
3606;3.1;264
3608;3.3;263
3610;3.7;262
3612;2.3;263
3614;2.4;263
3616;2.2;263
3618;1.7;263
3620;1.9;265
3622;2;265
3624;3.1;266
3626;1.7;268
3628;2.5;268
3630;4.2;269
3632;2.9;268
3634;3.9;269
3636;3.6;269
3638;3;268
3640;3.8;270
3642;3.1;269
3644;4.8;269
3646;2.7;269
3648;3.7;268
3650;5.1;268
3652;3.7;265
3654;3.5;266
3656;3.4;266
3658;2.1;264
3660;3;266
3662;2.7;265
3664;3.9;266
3666;1.8;267
3668;3;266
3670;3.4;267
3672;2.1;267
3674;3.6;268
3676;3.8;268
3678;3.1;266
3680;3.5;268
3682;3.5;266
3684;3.7;266
3686;2.5;267
3688;2.6;266
3690;3.8;268
3692;2.8;266
3694;4.1;267
3696;3.3;267
3698;2.9;265
3700;3.4;267
3702;3.1;266
3704;4.3;266
3706;1.9;266
3708;2.9;266
3710;3.2;267
3712;2.1;266
3714;3.5;268
3716;2.7;268
3718;2.5;267
3720;3.9;269
3722;3.6;267
3724;4.4;266
3726;2.9;267
3728;3.7;266
3730;3.8;265
3732;2.6;264
3734;3.1;265
3736;2.7;266
3738;2.6;264
3740;3.2;266
3742;3.1;264
3744;4.3;264
3746;2.2;264
3748;2.1;264
3750;3.4;265
3752;2.8;263
3754;3.2;264
3756;2.5;265
3758;1.9;264
3760;2.2;267
3762;2.2;267
3764;4.1;268
3766;2.8;268
3768;3.1;267
3770;4;268
3772;3.7;265
3774;3.7;266
3776;3.2;266
3778;2.7;264
3780;3.3;265
3782;2.6;264
3784;4;264
3786;2.4;264
3788;3.4;263
3790;4.5;262
3792;2.9;260
3794;2.8;261
3796;1.9;261
3798;2.6;259
3800;2.3;261
3802;1.6;261
3804;2.6;262
3806;1.2;263
3808;1.5;264
3810;2;266
3812;1.9;266
3814;3.1;267
3816;3.2;267
3818;3.6;265
3820;2.4;267
3822;3.5;266
3824;3.8;266
3826;3.8;266
3828;2;265
3830;2.5;268
3832;2.3;267
3834;3.8;267
3836;4.5;266
3838;4.2;263
3840;3.1;264
3842;2.5;263
3844;4.9;262
3846;1.2;263
3848;2.7;262
3850;3.4;263
3852;1.5;262
3854;2;264
3856;1.4;266
3858;2.6;265
3860;2.8;267
3862;3.9;265
3864;3.2;264
3866;3.1;264
3868;1.1;265
3870;2.8;267
3872;1.7;266
3874;2.7;269
3876;2.6;270
3878;3.1;269
3880;2.6;272
3882;3.9;270
3884;6;269
3886;3;268
3888;3.4;267
3890;4.2;268
3892;3.1;265
3894;3.7;266
3896;2.5;267
3898;3.1;265
3900;2.6;267
3902;2.1;267
3904;4.7;267
3906;2.7;268
3908;4;266
3910;4.5;266
3912;3;264
3914;2.8;266
3916;2.2;266
3918;3.3;264
3920;3;266
3922;2.5;266
3924;4.7;266
3926;3.2;265
3928;2.7;264
3930;3.2;265
3932;3;263
3934;3.2;264
3936;2.5;265
3938;4.9;263
3940;1.4;265
3942;1.4;265
3944;4.2;266
3946;1.3;266
3948;2.3;267
3950;3.3;269
3952;3.8;265
3954;3.9;266
3956;2.7;266
3958;4.5;264
3960;3.2;265
3962;2.5;264
3964;4.9;263
3966;2.2;264
3968;3.2;262
3970;4.3;262
3972;2.9;260
3974;3;260
3976;1.9;261
3978;3.7;258
3980;2.2;260
3982;1.8;259
3984;3.4;259
3986;0.9;259
3988;0.8;260
3990;1.7;262
3992;1.7;261
3994;2.6;263
3996;1.5;264
3998;3.9;262
4000;2;265
4002;1.5;265
4004;4.2;265
4006;2.1;266
4008;2.3;265
4010;3;267
4012;3;265
4014;3;266
4016;2.5;267
4018;3.5;265
4020;3.3;266
4022;3;265
4024;5.2;264
4026;2.2;263
4028;2.9;262
4030;3.4;263
4032;2.2;264
4034;2.3;264
4036;1.4;265
4038;3.1;266
4040;2.2;266
4042;2.2;266
4044;4.1;267
4046;1.7;268
4048;2.1;268
4050;3.3;270
4052;2.9;268
4054;3.6;270
4056;3.1;271
4058;4.5;269
4060;2.9;270
4062;3.1;269
4064;5.4;269
4066;2.6;269
4068;2.9;268
4070;3.6;270
4072;3.5;267
4074;3.6;269
4076;2.9;270
4078;4.3;268
4080;3.4;269
4082;2.8;268
4084;5.1;268
4086;2.1;269
4088;3.5;269
4090;4.4;269
4092;3.4;267
4094;3.4;268
4096;3.2;269
4098;3.1;267
4100;4;269
4102;3.2;268
4104;4.7;268
4106;2.9;268
4108;3.5;267
4110;3.6;269
4112;3.4;267
4114;4;268
4116;3.1;268
4118;4.2;267
4120;3.1;269
4122;2.8;267
4124;4.6;268
4126;2.2;269
4128;2.9;268
4130;3.6;270
4132;2.8;268
4134;3.7;270
4136;3.7;270
4138;3.9;267
4140;4;268
4142;3.5;267
4144;4.8;266
4146;2.9;266
4148;3.5;265
4150;4.4;264
4152;3.1;263
4154;3.1;263
4156;2.9;263
4158;3;260
4160;2.8;262
4162;1.7;261
4164;3.3;262
4166;1.4;263
4168;1.8;263
4170;2.6;265
4172;1.5;265
4174;2.6;267
4176;2.6;268
4178;2.2;268
4180;3;271
4182;3.5;270
4184;5.3;270
4186;3;270
4188;3.8;269
4190;4.3;270
4192;3.8;268
4194;4.2;269
4196;3.8;268
4198;3.3;266
4200;3.9;267
4202;3.7;265
4204;5.1;263
4206;2.9;263
4208;3.7;261
4210;3.5;261
4212;2.4;261
4214;2.3;261
4216;2.2;262
4218;1.8;263
4220;2.1;263
4222;1.5;264
4224;2.2;265
4226;1.1;267
4228;2.1;267
4230;3.8;268
4232;2.7;267
4234;4;268
4236;3.3;269
4238;3.2;267
4240;3.6;269
4242;3.2;267
4244;4.6;267
4246;2.6;267
4248;3.5;266
4250;4.2;267
4252;3.8;264
4254;3.6;265
4256;2.9;265
4258;1.9;264
4260;2.7;266
4262;2.5;265
4264;3.3;265
4266;2;267
4268;2.8;267
4270;3.1;268
4272;2.3;267
4274;3.3;269
4276;3.7;269
4278;3.5;267
4280;3.4;268
4282;3.6;267
4284;4;267
4286;2.2;267
4288;2.9;267
4290;4;268
4292;2.8;266
4294;3.7;267
4296;3.2;267
4298;2.8;266
4300;3.4;267
4302;2.9;266
4304;4.2;267
4306;2;268
4308;3.1;267
4310;3.4;269
4312;2.4;268
4314;3.8;269
4316;2.9;270
4318;2.6;269
4320;3.8;271
4322;3.7;269
4324;4.7;268
4326;3.1;269
4328;3.9;268
4330;4.2;268
4332;2.8;266
4334;3.6;267
4336;3.2;268
4338;3.4;266
4340;3.3;267
4342;3.3;266
4344;4.5;265
4346;2.6;265
4348;2.7;265
4350;3.5;266
4352;3.1;264
4354;3.3;266
4356;2.8;266
4358;2.1;266
4360;2.6;268
4362;2.8;268
4364;4.3;269
4366;2.7;270
4368;3.5;269
4370;4.1;270
4372;4;267
4374;4.2;268
4376;3.5;268
4378;3.2;266
4380;3.9;267
4382;3.1;265
4384;4.7;264
4386;2.8;264
4388;3.9;263
4390;4.7;262
4392;2.9;260
4394;3.1;260
4396;2.1;260
4398;2.2;259
4400;2.4;261
4402;1;260
4404;2.7;261
4406;1.2;262
4408;1.4;263
4410;2.3;265
4412;1.7;265
4414;3.2;267
4416;3.3;267
4418;4.4;264
4420;2.2;267
4422;4.1;265
4424;3.9;265
4426;3.8;264
4428;2.1;263
4430;2.4;265
4432;2.3;264
4434;3.8;265
4436;3.9;264
4438;3.6;261
4440;3;263
4442;2.4;261
4444;4.7;260
4446;1.4;261
4448;3.2;260
4450;3.3;261
4452;1.1;260
4454;1.8;262
4456;1.6;263
4458;2.3;262
4460;2.4;264
4462;3.7;262
4464;3.3;262
4466;2.4;262
4468;0.8;263
4470;2.7;265
4472;1.4;265
4474;2.4;268
4476;2.5;269
4478;3.6;268
4480;2.8;270
4482;3.6;268
4484;5.7;268
4486;2.8;267
4488;3.5;266
4490;4.1;267
4492;3.3;264
4494;3.3;265
4496;2.2;266
4498;3.2;264
4500;2.5;266
4502;2;266
4504;4.6;266
4506;2.5;267
4508;3.9;265
4510;4.2;265
4512;2.7;263
4514;3.7;265
4516;2.4;265
4518;3.5;263
4520;3;266
4522;2.7;265
4524;4.9;264
4526;2.8;264
4528;2.6;263
4530;2.8;265
4532;2.6;263
4534;3.6;265
4536;2.1;265
4538;4.7;263
4540;1.4;266
4542;1.9;266
4544;4.2;267
4546;1.4;268
4548;2.3;268
4550;3.4;270
4552;4.4;266
4554;3.7;268
4556;3.3;268
4558;4.5;265
4560;3.3;267
4562;2.9;266
4564;5.4;265
4566;2.6;264
4568;3.7;263
4570;4.3;263
4572;2.8;260
4574;2.5;261
4576;2;262
4578;3.7;259
4580;2.1;261
4582;1.8;261
4584;3.5;261
4586;1.6;261
4588;1.3;261
4590;2.4;264
4592;2.4;262
4594;3.2;264
4596;2.2;266
4598;4.1;264
4600;2.4;266
4602;2.3;265
4604;4.9;265
4606;2.7;265
4608;2.8;264
4610;3.5;266
4612;3.4;263
4614;3.1;264
4616;2.9;264
4618;3.7;262
4620;2.9;263
4622;2.4;262
4624;4.8;260
4626;1.2;261
4628;1.9;261
4630;2.6;262
4632;1.7;261
4634;2.3;263
4636;1.6;264
4638;2.6;263
4640;2;266
4642;2;266
4644;4.8;266
4646;2.7;265
4648;2.9;265
4650;3.4;266
4652;3;264
4654;3.8;265
4656;3;265
4658;4.4;262
4660;2.2;264
4662;2.2;263
4664;4.4;263
4666;1.8;263
4668;2.2;263
4670;2.8;265
4672;2.7;262
4674;3.5;264
4676;2.4;264
4678;3.3;262
4680;2.6;264
4682;2.1;264
4684;4.3;264
4686;1.5;265
4688;2.8;265
4690;4.3;265
4692;3;263
4694;3.3;264
4696;2.8;265
4698;2.9;263
4700;3;265
4702;2.5;264
4704;4.3;264
4706;1.7;265
4708;2.3;265
4710;3.3;266
4712;2.6;264
4714;3.7;266
4716;2.6;266
4718;3.4;265
4720;2.9;267
4722;2.7;267
4724;4.7;267
4726;2;268
4728;2.8;268
4730;3.8;269
4732;2.9;267
4734;3.5;269
4736;3.3;269
4738;2.9;268
4740;4.1;269
4742;3.6;268
4744;5.3;267
4746;2.6;267
4748;3.6;266
4750;4.3;265
4752;3;264
4754;4.2;264
4756;3.3;264
4758;2.9;262
4760;3.1;263
4762;2.1;262
4764;3.3;263
4766;1.9;264
4768;2.2;264
4770;2.9;265
4772;1.8;264
4774;2.7;267
4776;2.6;268
4778;2.4;268
4780;3.2;271
4782;3.3;270
4784;4.8;270
4786;2.7;271
4788;3.8;269
4790;4.2;270
4792;3.8;268
4794;4.5;268
4796;4.3;268
4798;3.4;266
4800;4;266
4802;4;264
4804;3.3;263
4806;2.6;263
4808;3.1;261
4810;3.3;261
4812;1.9;260
4814;2.5;262
4816;2.1;263
4818;1.9;262
4820;2.1;264
4822;2.1;264
4824;3.1;265
4826;1.9;266
4828;2.7;266
4830;3.6;267
4832;3.3;265
4834;3.9;266
4836;3.5;265
4838;2.6;264
4840;3;266
4842;2.7;265
4844;4.1;265
4846;2.4;266
4848;3.1;265
4850;4.4;265
4852;3.1;262
4854;3.9;263
4856;3.1;262
4858;2.5;261
4860;2.9;262
4862;2.4;262
4864;3.2;262
4866;2;263
4868;2.4;263
4870;3.1;264
4872;1.6;264
4874;3.1;265
4876;3.1;265
4878;3.1;263
4880;3.3;264
4882;3.1;263
4884;3.8;263
4886;2.3;264
4888;2.1;263
4890;3.5;264
4892;1.9;263
4894;3.8;264
4896;2.9;264
4898;2.3;263
4900;2.9;266
4902;2.9;265
4904;4.1;265
4906;1.5;266
4908;3;265
4910;3.1;267
4912;2.1;266
4914;3.7;268
4916;3.1;268
4918;2.4;268
4920;4;269
4922;3.5;268
4924;4.7;267
4926;3.4;268
4928;3.7;266
4930;4.4;266
4932;2.8;264
4934;3.8;265
4936;3;265
4938;2.6;263
4940;3.1;265
4942;2.9;264
4944;3.7;264
4946;2.1;264
4948;2;264
4950;3;265
4952;2.5;264
4954;3;265
4956;2.5;266
4958;2;265
4960;2.6;268
4962;2.4;268
4964;4.3;269
4966;2.5;269
4968;3.1;269
4970;4.6;269
4972;3.9;266
4974;3.9;267
4976;3.3;266
4978;3.5;264
4980;3.3;265
4982;3.1;264
4984;4.9;263
4986;2.3;263
4988;2.8;262
4990;4.1;262
4992;2.5;260
4994;3.2;260
4996;2;261
4998;2.3;259
5000;2.4;261
5002;1.1;260
5004;3.1;261
5006;0.8;263
5008;1.2;263
5010;2.7;264
5012;1.6;264
5014;3;266
5016;3.1;266
5018;3.7;264
5020;2;265
5022;3.7;264
5024;3.7;264
5026;3.7;263
5028;2;262
5030;2.1;264
5032;2.3;263
5034;3.4;264
5036;3.6;263
5038;3.5;260
5040;3;261
5042;2.3;260
5044;4.3;259
5046;1.2;260
5048;2.1;259
5050;3.4;259
5052;1.1;258
5054;1.5;261
5056;1.1;263
5058;1.9;262
5060;2.7;264
5062;4;262
5064;3.5;261
5066;2.6;261
5068;1.4;261
5070;2.8;263
5072;1.5;262
5074;2.7;265
5076;2.7;265
5078;3.1;264
5080;1.9;265
5082;2.7;264
5084;5.1;264
5086;2;264
5088;2.4;263
5090;3.5;264
5092;2.8;262
5094;3;263
5096;2.1;264
5098;2.8;263
5100;2.5;265
5102;1.5;265
5104;4.6;265
5106;2;265
5108;3.2;265
5110;4.3;264
5112;2.8;262
5114;3.2;263
5116;2.2;264
5118;3.3;262
5120;2.9;264
5122;2.1;263
5124;4.6;263
5126;2.2;262
5128;1.8;262
5130;2.4;263
5132;2.5;262
5134;3.2;263
5136;1.9;264
5138;4.3;262
5140;1.5;265
5142;1.6;265
5144;4.1;266
5146;1.5;267
5148;1.9;267
5150;3.3;269
5152;4.1;266
5154;3.6;267
5156;3;267
5158;4.6;265
5160;3.3;266
5162;2.6;265
5164;5.2;264
5166;1.9;263
5168;3.6;262
5170;4.3;262
5172;2.6;260
5174;2.6;261
5176;1.6;262
5178;3.3;259
5180;2.2;262
5182;2;261
5184;3.7;261
5186;1.3;262
5188;1.8;262
5190;2.2;264
5192;2.1;263
5194;2.6;265
5196;1.9;267
5198;4.2;265
5200;2.4;267
5202;2.4;267
5204;5.1;267
5206;2.8;266
5208;2.6;266
5210;3.7;267
5212;3.3;264
5214;3.7;265
5216;2.8;265
5218;4.3;263
5220;3.1;263
5222;2.3;263
5224;5.1;262
5226;1.7;262
5228;2.9;261
5230;3.4;261
5232;1.8;260
5234;2.1;262
5236;1.7;263
5238;2.9;261
5240;2.2;264
5242;1.9;264
5244;3.9;264
5246;1.8;265
5248;1.9;265
5250;2.5;267
5252;2.3;267
5254;3.1;269
5256;3;270
5258;4.9;268
5260;3.6;269
5262;3.7;268
5264;3.4;267
5266;3.1;266
5268;2.9;265
5270;3.5;267
5272;3.2;264
5274;3.8;265
5276;2.9;266
5278;3.9;263
5280;3.3;265
5282;2.3;264
5284;4.4;264
5286;2;265
5288;2.8;264
5290;4;265
5292;2.4;263
5294;3.4;264
5296;2.9;265
5298;3;262
5300;3.1;264
5302;2.1;263
5304;4.3;263
5306;2.5;263
5308;3.2;263
5310;3.3;264
5312;2.5;262
5314;3.2;264
5316;2.5;264
5318;3.5;263
5320;2.4;265
5322;2;265
5324;4.4;265
5326;2;266
5328;2.7;266
5330;3.5;268
5332;3;266
5334;3.2;267
5336;3.4;267
5338;3.3;266
5340;3.7;267
5342;3.3;266
5344;5.1;265
5346;2.8;264
5348;3.7;263
5350;4.5;262
5352;2.5;260
5354;2.9;261
5356;2.7;260
5358;3.2;258
5360;2.4;258
5362;1;257
5364;2.1;258
5366;0.9;259
5368;0.9;259
5370;1.4;261
5372;0.8;261
5374;1.5;263
5376;1.5;265
5378;2.1;265
5380;2.8;268
5382;2.9;267
5384;4.2;267
5386;2.5;268
5388;3.9;267
5390;4.1;267
5392;3.5;265
5394;3.8;265
5396;3.6;265
5398;3.3;263
5400;3.6;263
5402;3.4;261
5404;4.4;260
5406;2.1;260
5408;2.2;259
5410;3;259
5412;1.9;258
5414;1.8;259
5416;1.8;260
5418;1.2;259
5420;1.8;262
5422;1.6;262
5424;2.3;264
5426;1.5;266
5428;1.9;266
5430;3.7;267
5432;2.9;266
5434;3.9;266
5436;3.8;266
5438;3.1;264
5440;3.9;265
5442;3.1;264
5444;4.3;263
5446;2.6;263
5448;3.1;262
5450;4.1;262
5452;2.6;260
5454;2.9;260
5456;2.3;261
5458;1.7;260
5460;1.7;262
5462;1.9;262
5464;3.1;263
5466;1.8;264
5468;2.5;264
5470;3;265
5472;1.9;265
5474;2.8;266
5476;3.3;267
5478;3.5;265
5480;3.6;266
5482;3.6;264
5484;4.4;263
5486;2.6;264
5488;2.9;263
5490;3.8;263
5492;2.5;262
5494;3.4;262
5496;2.9;262
5498;2.3;261
5500;2.4;263
5502;1.8;263
5504;4.1;263
5506;1.5;264
5508;2.5;263
5510;2.9;265
5512;1.9;264
5514;3.1;266
5516;2.7;266
5518;3.1;266
5520;3.5;267
5522;3.3;266
5524;4.1;266
5526;2.4;266
5528;3.8;264
5530;4;265
5532;2.9;263
5534;3.8;264
5536;2.9;264
5538;2.7;262
5540;3;264
5542;2.7;263
5544;3.9;263
5546;2.2;264
5548;2;264
5550;3.3;265
5552;2.5;264
5554;3.5;265
5556;2.4;266
5558;2.1;265
5560;2.3;268
5562;2.1;268
5564;4.3;269
5566;3;269
5568;3.5;269
5570;4.5;269
5572;4.1;267
5574;4.3;267
5576;3.8;266
5578;3.7;264
5580;3.7;265
5582;3.1;263
5584;4.4;262
5586;2.4;262
5588;2.9;261
5590;4;260
5592;2.1;259
5594;2.7;259
5596;1.9;260
5598;2.1;258
5600;2.1;260
5602;1;260
5604;2.7;260
5606;0.7;262
5608;1.2;262
5610;2.3;265
5612;1.4;265
5614;3.3;266
5616;3.4;266
5618;4;264
5620;2.7;266
5622;3.5;265
5624;4.1;265
5626;3.9;264
5628;2.4;263
5630;2.9;265
5632;2.2;264
5634;4.1;265
5636;4.1;264
5638;3.6;261
5640;3;263
5642;2.4;261
5644;4.9;259
5646;1.3;260
5648;2.4;259
5650;3.1;259
5652;1.4;259
5654;1.8;261
5656;1.3;262
5658;2.1;261
5660;2.5;263
5662;3;261
5664;3.2;261
5666;2.1;261
5668;0.8;262
5670;2.7;264
5672;1.8;263
5674;3.5;265
5676;3;265
5678;3.6;263
5680;2.3;265
5682;3;264
5684;4.8;263
5686;2.1;263
5688;2.8;263
5690;3.6;263
5692;3.2;260
5694;2.8;262
5696;2.2;262
5698;2.9;260
5700;2.1;263
5702;1.7;263
5704;4.3;263
5706;2.2;263
5708;2.8;262
5710;4.3;262
5712;2.8;260
5714;3;261
5716;2.3;261
5718;3.2;259
5720;2.4;261
5722;1.7;260
5724;4.1;260
5726;1.8;260
5728;1.5;260
5730;2.4;262
5732;2.2;260
5734;2.7;262
5736;1.5;263
5738;4.3;261
5740;0.4;264
5742;1.6;265
5744;4.1;266
5746;1.2;267
5748;1.8;267
5750;3.3;270
5752;4.6;266
5754;3.9;268
5756;3.2;268
5758;4.9;265
5760;3.2;266
5762;2.9;265
5764;5.4;264
5766;2.2;264
5768;3.5;263
5770;4.6;262
5772;2.9;260
5774;2.6;261
5776;1.7;262
5778;3.6;259
5780;1.9;262
5782;1.9;261
5784;3.8;261
5786;1.7;261
5788;1.9;262
5790;2.4;264
5792;2.1;263
5794;2.7;265
5796;1.9;266
5798;4.5;264
5800;2.2;266
5802;2.3;266
5804;5.2;266
5806;3.1;265
5808;2.7;264
5810;3.8;263
5812;3.9;262
5814;3.5;263
5816;2.8;263
5818;3.9;260
5820;3.1;261
5822;2.1;260
5824;4.8;259
5826;1.7;259
5828;2.3;258
5830;2.8;259
5832;1.9;257
5834;1.5;258
5836;1;260
5838;2.7;258
5840;1.4;260
5842;1.7;260
5844;3.8;260
5846;1.3;260
5848;1.9;260
5850;2.8;261
5852;2.5;259
5854;3.1;260
5856;2.1;261
5858;3.5;259
5860;1.7;261
5862;1.8;260
5864;4.5;259
5866;1.4;259
5868;1.8;259
5870;2.2;260
5872;2;258
5874;2.8;259
5876;1.9;260
5878;2.6;258
5880;1.5;260
5882;1.1;260
5884;3.9;260
5886;0.7;262
5888;2.3;262
5890;3.7;262
5892;2.5;260
5894;2.6;261
5896;2.5;262
5898;2.7;259
5900;2.7;261
5902;1.9;260
5904;3.7;260
5906;1.5;261
5908;1.8;260
5910;2.5;261
5912;2.3;260
5914;2.8;262
5916;2;263
5918;3.3;261
5920;1.7;264
5922;2;263
5924;4.3;263
5926;1.6;264
5928;2.1;264
5930;2.8;266
5932;2.7;264
5934;3;266
5936;3.1;266
5938;3.1;265
5940;3.1;266
5942;3.4;265
5944;4.8;264
5946;2.2;265
5948;3.2;264
5950;4.2;263
5952;2.7;262
5954;3.2;262
5956;2.6;263
5958;3.2;260
5960;2.8;262
5962;1.8;261
5964;2.9;262
5966;1.1;263
5968;2.2;263
5970;2.8;265
5972;1.7;264
5974;2.5;266
5976;2.1;268
5978;2.4;268
5980;3.1;271
5982;3.4;270
5984;5.1;271
5986;2.9;271
5988;4.4;270
5990;4.6;270
5992;4.1;268
5994;4.5;268
5996;3.9;268
5998;3.6;266
6000;3.8;267
6002;3.7;265
6004;4.9;263
6006;2.9;263
6008;3.1;262
6010;3.6;262
6012;2.5;261
6014;2.7;262
6016;2.2;263
6018;2.3;262
6020;2.3;265
6022;2.4;265
6024;2.8;266
6026;2;268
6028;3;268
6030;4.2;268
6032;3.4;267
6034;4.6;267
6036;3.9;267
6038;3.3;265
6040;3.7;266
6042;3.4;264
6044;4.6;264
6046;2.8;264
6048;3.5;262
6050;4.5;262
6052;3.1;260
6054;2.9;260
6056;2.6;260
6058;1.9;259
6060;2.3;260
6062;1.8;260
6064;3.2;260
6066;1.5;261
6068;2.1;261
6070;2.4;262
6072;1.4;263
6074;2.5;264
6076;2.9;264
6078;3;262
6080;3.3;263
6082;2.9;262
6084;3.7;262
6086;2.4;262
6088;2.2;261
6090;3.3;262
6092;2.1;260
6094;3.4;261
6096;2.6;261
6098;2;260
6100;2.5;262
6102;2.2;260
6104;3.4;260
6106;0.4;262
6108;2;262
6110;2.3;265
6112;1.7;264
6114;3;266
6116;2.6;266
6118;2.3;265
6120;3.5;267
6122;3.1;266
6124;4.4;266
6126;2.8;266
6128;3.9;265
6130;4.2;264
6132;2.7;262
6134;3.2;263
6136;2.7;263
6138;2.6;261
6140;2.7;263
6142;2.3;263
6144;3.7;262
6146;1.7;263
6148;2.2;263
6150;2.8;265
6152;2.6;264
6154;3.1;265
6156;2.4;266
6158;2.2;266
6160;2.3;269
6162;2.2;269
6164;4.3;270
6166;2.8;271
6168;3.3;270
6170;4.9;271
6172;4.2;268
6174;4.7;269
6176;3.8;269
6178;3.8;267
6180;3.9;268
6182;3.4;266
6184;4.7;266
6186;2.7;266
6188;3.3;265
6190;4.5;265
6192;3.1;263
6194;3.4;264
6196;2.8;264
6198;3;262
6200;2.5;264
6202;1.6;264
6204;3.4;265
6206;1.4;266
6208;1.9;267
6210;3;269
6212;2.3;268
6214;3.5;270
6216;3.9;270
6218;5.3;268
6220;2.8;270
6222;4.2;268
6224;4.7;268
6226;4.5;267
6228;2.8;266
6230;3;268
6232;2.8;267
6234;4.5;268
6236;4.6;267
6238;4.4;263
6240;3.4;265
6242;2.8;263
6244;5.2;262
6246;1.7;263
6248;3.1;262
6250;3.6;262
6252;1.7;261
6254;2.6;263
6256;1.9;264
6258;2.7;263
6260;2.8;265
6262;3.8;263
6264;3.2;262
6266;2.7;262
6268;1.2;262
6270;2.9;264
6272;1.8;263
6274;2.6;265
6276;2.7;266
6278;3.6;265
6280;2.5;267
6282;3.2;265
6284;5.4;265
6286;2.4;265
6288;3;264
6290;3.7;265
6292;3.1;262
6294;3.3;263
6296;1.9;264
6298;2.9;263
6300;2.1;265
6302;1.5;265
6304;4.4;265
6306;2.2;266
6308;3.7;265
6310;4.5;264
6312;3;262
6314;3.3;263
6316;2.5;264
6318;3.8;261
6320;3.3;263
6322;2.5;262
6324;4.5;262
6326;2.5;261
6328;2.4;261
6330;2.7;262
6332;2.7;260
6334;2.9;262
6336;1.9;263
6338;4.5;260
6340;0.9;263
6342;1.6;264
6344;3.9;265
6346;0.8;266
6348;2.1;266
6350;3.1;268
6352;3.9;265
6354;3.7;267
6356;3;267
6358;4.6;264
6360;3.1;266
6362;2.4;265
6364;5.1;265
6366;2;265
6368;3.1;265
6370;4.7;265
6372;3;262
6374;3.2;264
6376;2.2;265
6378;4;262
6380;2.7;264
6382;2.2;264
6384;4.1;264
6386;1.8;264
6388;1.9;265
6390;2.7;267
6392;2.9;266
6394;3;268
6396;2;270
6398;4.8;268
6400;2.8;271
6402;3;271
6404;5.4;271
6406;3.4;271
6408;4;270
6410;4.3;271
6412;4.4;268
6414;4.1;269
6416;3.9;269
6418;4.4;266
6420;3.3;267
6422;3.1;267
6424;5.9;265
6426;2.1;265
6428;3.3;264
6430;3.8;265
6432;2.6;263
6434;2.7;265
6436;2;266
6438;3.4;264
6440;2.5;267
6442;2.4;266
6444;4.3;267
6446;2.1;268
6448;2.7;267
